score,feature
score_2,K03657
score_2,K03687
score_2,K03694
score_2,K03696
score_2,K03743
score_2,K03744
score_2,K03762
score_2,K03767
score_2,K03777
score_2,K03786
score_2,K03790
score_2,K03823
score_2,K03893
score_2,K03928
score_2,K03931
score_2,K03973
score_2,K04015
score_2,K04033
score_2,K04041
score_2,K04072
score_2,K04078
score_2,K04088
score_2,K04568
score_2,K04752
score_2,K04753
score_2,K04755
score_2,K04775
score_2,K05499
score_2,K05515
score_2,K05516
score_2,K05539
score_2,K05541
score_2,K05773
score_2,K05785
score_2,K05787
score_2,K05788
score_2,K05800
score_2,K05820
score_2,K05880
score_2,K05984
score_2,K06019
score_2,K06045
score_2,K06048
score_2,K06077
score_2,K06113
score_2,K06133
score_2,K06159
score_2,K06175
score_2,K06189
score_2,K06207
score_2,K06209
score_2,K06317
score_2,K06400
score_2,K06415
score_2,K06416
score_2,K06603
score_2,K06857
score_2,K06887
score_2,K06889
score_2,K06903
score_2,K06989
score_2,K07010
score_2,K07023
score_2,K07027
score_2,K07038
score_2,K07052
score_2,K07068
score_2,K07079
score_2,K07095
score_2,K07113
score_2,K07151
score_2,K07161
score_2,K07248
score_2,K07264
score_2,K07279
score_2,K07287
score_2,K07300
score_2,K07305
score_2,K07345
score_2,K07347
score_2,K07396
score_2,K07407
score_2,K07467
score_2,K07493
score_2,K07496
score_2,K07640
score_2,K07643
score_2,K07648
score_2,K07662
score_2,K07696
score_2,K07726
score_2,K07733
score_2,K07783
score_2,K07784
score_2,K07789
score_2,K07793
score_2,K07806
score_2,K08156
score_2,K08163
score_2,K08169
score_2,K08173
score_2,K08194
score_2,K08219
score_2,K08222
score_2,K08298
score_2,K08304
score_2,K08305
score_2,K08352
score_2,K08357
score_2,K08368
score_2,K08641
score_2,K08965
score_2,K08989
score_2,K08996
score_2,K08998
score_2,K09005
score_2,K09013
score_2,K09016
score_2,K09128
score_2,K09251
score_2,K09690
score_2,K09691
score_2,K09710
score_2,K09729
score_2,K09765
score_2,K09773
score_2,K09774
score_2,K09779
score_2,K09798
score_2,K09799
score_2,K09800
score_2,K09816
score_2,K09911
score_2,K09921
score_2,K09925
score_2,K09927
score_2,K09928
score_2,K09936
score_2,K09937
score_2,K09939
score_2,K09952
score_2,K09970
score_2,K10002
score_2,K10004
score_2,K10011
score_2,K10038
score_2,K10121
score_2,K10122
score_2,K10439
score_2,K10440
score_2,K10539
score_2,K10747
score_2,K10773
score_2,K10793
score_2,K10797
score_2,K10800
score_2,K11085
score_2,K11103
score_2,K11184
score_2,K11189
score_2,K11216
score_2,K11249
score_2,K11258
score_2,K11263
score_2,K11358
score_2,K11392
score_2,K11472
score_2,K11473
score_2,K11604
score_2,K11645
score_2,K11689
score_2,K11717
score_2,K11737
score_2,K11742
score_2,K11744
score_2,K11747
score_2,K11893
score_2,K11904
score_2,K11912
score_2,K11939
score_2,K11941
score_2,K12060
score_2,K12139
score_2,K12264
score_2,K12343
score_2,K12454
score_2,K12510
score_2,K12543
score_2,K12573
score_2,K12700
score_2,K12941
score_2,K12954
score_2,K12957
score_2,K12963
score_2,K12974
score_2,K12996
score_2,K13002
score_2,K13004
score_2,K13018
score_2,K13498
score_2,K13529
score_2,K13566
score_2,K13620
score_2,K13626
score_2,K13636
score_2,K13677
score_2,K13789
score_2,K13821
score_2,K13888
score_2,K13889
score_2,K13890
score_2,K13892
score_2,K13893
score_2,K13895
score_2,K13926
score_2,K13934
score_2,K14053
score_2,K14054
score_2,K14057
score_2,K14138
score_2,K14162
score_2,K14192
score_2,K14260
score_2,K14261
score_2,K14347
score_2,K14392
score_2,K14534
score_2,K14744
score_2,K15024
score_2,K15268
score_2,K15303
score_2,K15547
score_2,K15550
score_2,K15587
score_2,K15600
score_2,K15635
score_2,K15736
score_2,K15830
score_2,K15866
score_2,K15894
score_2,K15984
score_2,K16053
score_2,K16055
score_2,K16088
score_2,K16090
score_2,K16092
score_2,K16325
score_2,K16509
score_2,K16692
score_2,K16704
score_2,K16787
score_2,K16789
score_2,K16841
score_2,K16868
score_2,K16886
score_2,K16958
score_2,K17077
score_2,K17675
score_2,K17680
score_2,K17948
score_2,K18123
score_2,K18148
score_2,K18640
score_2,K18682
score_2,K18702
score_2,K18899
score_2,K18922
score_2,K19052
score_2,K19055
score_2,K19075
score_2,K19088
score_2,K19138
score_2,K19227
score_2,K19230
score_2,K19231
score_2,K19236
score_2,K19265
score_2,K19338
score_2,K19350
score_2,K19419
score_2,K19425
score_2,K19431
score_2,K19506
score_2,K19510
score_2,K19611
score_2,K20114
score_2,K20510
score_2,K20541
score_2,K20627
score_2,K20881
score_2,K21089
score_2,K21393
score_2,K21449
score_2,K21464
score_2,K21465
score_2,K21512
score_2,K21562
score_2,K21574
score_2,K21575
score_2,K21600
score_2,K21739
score_2,K21746
score_2,K21929
score_2,K21967
score_2,K22015
score_2,K22111
score_2,K22278
score_2,K22306
score_2,K22650
score_2,K22757
score_2,K23078
score_2,K23183
score_2,K23184
score_2,K23188
score_2,K23238
score_2,K23349
score_3,K17398
score_3,K23547
score_3,K01607
score_3,K09469
score_3,K10241
score_3,K02744
score_3,K21948
score_3,K22424
score_3,K02510
score_3,K21417
score_3,K16248
score_3,K01725
score_3,K16951
score_3,K03650
score_3,K09924
score_3,K23393
score_3,K21578
score_3,K01524
score_3,K22605
score_3,K00567
score_3,K05979
score_3,K09760
score_3,K01040
score_3,K11741
score_3,K07552
score_3,K13016
score_3,K21023
score_3,K18344
score_3,K22607
score_3,K03602
score_3,K22405
score_3,K19545
score_3,K08722
score_3,K03324
score_3,K18979
score_3,K09859
score_3,K02517
score_3,K18866
score_3,K06120
score_3,K01560
score_3,K01910
score_3,K04835
score_3,K11733
score_3,K23189
score_3,K07149
score_3,K18119
score_3,K02474
score_3,K17716
score_3,K17204
score_3,K00863
score_3,K01430
score_3,K19428
score_3,K20276
score_3,K01046
score_3,K21576
score_3,K18331
score_3,K18889
score_3,K06153
score_3,K23351
score_3,K03087
score_3,K03111
score_3,K10560
score_3,K17318
score_3,K23536
score_3,K10708
score_3,K08963
score_3,K19540
score_3,K19405
score_3,K06013
score_3,K02531
score_3,K03841
score_3,K15552
score_3,K22736
score_3,K06015
score_3,K01299
score_3,K14048
score_3,K15515
score_3,K20344
score_3,K07089
score_3,K13653
score_3,K21579
score_3,K07337
score_3,K22522
score_3,K17319
score_3,K02039
score_3,K16881
score_3,K20345
score_3,K06997
score_3,K15924
score_3,K15922
score_3,K19134
score_3,K01925
score_3,K07306
score_3,K02434
score_3,K09764
score_3,K00254
score_3,K01903
score_3,K00113
score_3,K21400
score_3,K00560
score_3,K01261
score_3,K16907
score_3,K02197
score_3,K07460
score_3,K01939
score_3,K02055
score_3,K03503
score_3,K03803
score_3,K01972
score_3,K21416
score_3,K11104
score_3,K07319
score_3,K22129
score_3,K18427
score_3,K21571
score_3,K04047
score_3,K00364
score_3,K10556
score_3,K13542
score_3,K07025
score_3,K01902
score_3,K17320
score_3,K07341
score_3,K19114
score_3,K19286
score_3,K09014
score_3,K10559
score_3,K03969
score_3,K00459
score_3,K19505
score_3,K01226
score_3,K06926
score_3,K01473
score_3,K03665
score_3,K23535
score_3,K13012
score_3,K12059
score_3,K01735
score_3,K19171
score_3,K03975
score_3,K18231
score_3,K01835
score_3,K02933
score_3,K03781
score_3,K14652
score_3,K01779
score_3,K09812
score_3,K08299
score_3,K05808
score_3,K07132
score_3,K08282
score_3,K00819
score_3,K07455
score_3,K00661
score_3,K01151
score_3,K01817
score_3,K01547
score_3,K21147
score_3,K19242
score_3,K16784
score_3,K15871
score_3,K07005
score_3,K07704
score_3,K01281
score_3,K07474
score_3,K06950
score_3,K13075
score_3,K00768
score_3,K09131
score_3,K23148
score_3,K08094
score_3,K01883
score_3,K03190
score_3,K07505
score_3,K13921
score_3,K23546
score_3,K01695
score_3,K12293
score_3,K14188
score_3,K15582
score_3,K05851
score_3,K02793
score_3,K08364
score_3,K00886
score_3,K00287
score_3,K13671
score_3,K02526
score_3,K01886
score_3,K01623
score_3,K01890
score_3,K02040
score_3,K02226
score_3,K16328
score_3,K11529
score_3,K16874
score_3,K03187
score_3,K18910
score_3,K00712
score_3,K19092
score_3,K01665
score_3,K15460
score_3,K15977
score_3,K22227
score_3,K21063
score_3,K19421
score_3,K06879
score_3,K00171
score_3,K00371
score_3,K09118
score_3,K18332
score_3,K06199
score_3,K21759
score_3,K09861
score_3,K03769
score_3,K03230
score_3,K07192
score_3,K17828
score_3,K01479
score_3,K01198
score_3,K03664
score_3,K19118
score_3,K21583
score_3,K01715
score_3,K02009
score_3,K10120
score_3,K03565
score_3,K02852
score_3,K01646
score_3,K03116
score_3,K02372
score_3,K03601
score_3,K02768
score_3,K01934
score_3,K00809
score_3,K01056
score_3,K16147
score_3,K18330
score_3,K00831
score_3,K23004
score_3,K18346
score_3,K02395
score_3,K15669
score_3,K00112
score_3,K07659
score_3,K06956
score_3,K05795
score_3,K01750
score_3,K03522
score_3,K09940
score_3,K00826
score_3,K02121
score_3,K13019
score_3,K03605
score_3,K10231
score_3,K00372
score_3,K03800
score_3,K17103
score_3,K02906
score_3,K01501
score_3,K00526
score_3,K01760
score_3,K17837
score_3,K02424
score_3,K03072
score_3,K01546
score_3,K02454
score_3,K02557
score_3,K17465
score_3,K00150
score_3,K22300
score_3,K16906
score_3,K07443
score_3,K22431
score_3,K06020
score_3,K21577
score_3,K11041
score_3,K10979
score_3,K03748
score_3,K18221
score_3,K02548
score_3,K15599
score_3,K01507
score_3,K09961
score_3,K00598
score_3,K02011
score_3,K07173
score_3,K16149
score_3,K19424
score_3,K23059
score_3,K09705
score_3,K19158
score_3,K18302
score_3,K13919
score_3,K01173
score_3,K19048
score_3,K17818
score_3,K18955
score_3,K19115
score_3,K02188
score_3,K02340
score_3,K16905
score_3,K11203
score_3,K13931
score_3,K09793
score_3,K02337
score_3,K01523
score_3,K01611
score_3,K14665
score_3,K03074
score_3,K03828
score_3,K14155
score_3,K07485
score_3,K03727
score_3,K01932
score_3,K03596
score_3,K01997
score_3,K04940
score_3,K07571
score_3,K09989
score_3,K11175
score_3,K01739
score_3,K07746
score_3,K00433
score_3,K18926
score_3,K21672
score_3,K22319
score_3,K03742
score_3,K03667
score_3,K20866
score_3,K07246
score_3,K00325
score_3,K01818
score_3,K00632
score_3,K02342
score_3,K01653
score_3,K11145
score_3,K00688
score_3,K22293
score_3,K03589
score_3,K01034
score_3,K01586
score_3,K10709
score_3,K02552
score_3,K03709
score_3,K11202
score_3,K06928
score_3,K03325
score_3,K00848
score_3,K07657
score_3,K00156
score_3,K08978
score_3,K03219
score_3,K01989
score_3,K01597
score_3,K19334
score_3,K10005
score_3,K01952
score_3,K20444
score_3,K14983
score_3,K02245
score_3,K19117
score_3,K18216
score_3,K01208
score_3,K20534
score_3,K07084
score_3,K15870
score_3,K05346
score_3,K17865
score_3,K00054
score_3,K19049
score_3,K05524
score_3,K22933
score_3,K01361
score_3,K21898
score_3,K00053
score_3,K06218
score_3,K22927
score_3,K01761
score_3,K17243
score_3,K01703
score_3,K01480
score_3,K03073
score_3,K13628
score_3,K01609
score_3,K02499
score_3,K02112
score_3,K21064
score_3,K00641
score_3,K17466
score_3,K17686
score_3,K14083
score_3,K02839
score_3,K23123
score_3,K21279
score_3,K20489
score_3,K00012
score_3,K10008
score_3,K02106
score_3,K21055
score_3,K11312
score_3,K19355
score_3,K08981
score_3,K22130
score_3,K08302
score_3,K05367
score_3,K02408
score_3,K15725
score_3,K14623
score_3,K07075
score_3,K01893
score_3,K02834
score_3,K07053
score_3,K02054
score_3,K03043
score_3,K03519
score_3,K02994
score_3,K17076
score_3,K02072
score_3,K01771
score_3,K10561
score_3,K03366
score_3,K20038
score_3,K05770
score_3,K01892
score_3,K02614
score_3,K11261
score_3,K01081
score_3,K06996
score_3,K00100
score_3,K02401
score_3,K01729
score_3,K07029
score_3,K05946
score_3,K02379
score_3,K07798
score_3,K02338
score_3,K17108
score_3,K02939
score_3,K03337
score_3,K23508
score_3,K03215
score_3,K01305
score_3,K02747
score_3,K00561
score_3,K13281
score_3,K21828
score_3,K00939
score_3,K06281
score_3,K19147
score_3,K01706
score_3,K00342
score_3,K02233
score_3,K19302
score_3,K02746
score_3,K01666
score_3,K05838
score_3,K07638
score_3,K00991
score_3,K07101
score_3,K02404
score_3,K08986
score_3,K01698
score_3,K04567
score_3,K01998
score_3,K00836
score_3,K16926
score_3,K19701
score_3,K02236
score_3,K21405
score_3,K06282
score_3,K20452
score_3,K02052
score_3,K22226
score_3,K04518
score_3,K01139
score_3,K02006
score_3,K01971
score_3,K01814
score_3,K13829
score_3,K07078
score_3,K00123
score_3,K03481
score_3,K01153
score_3,K20487
score_3,K02020
score_3,K03101
score_3,K18785
score_3,K21030
score_3,K09137
score_3,K15531
score_3,K01641
score_3,K06203
score_3,K06333
score_3,K00869
score_3,K02082
score_3,K01751
score_3,K02589
score_3,K02961
score_3,K02473
score_3,K21636
score_3,K04069
score_3,K00549
score_3,K07082
score_3,K01640
score_3,K00874
score_3,K00962
score_3,K02414
score_3,K02358
score_3,K03088
score_3,K06999
score_3,K05351
score_3,K02825
score_3,K09807
score_3,K00261
score_3,K17467
score_3,K16698
score_3,K14170
score_3,K02044
score_3,K11991
score_3,K21473
score_3,K07506
score_3,K01658
score_3,K11924
score_3,K16963
score_3,K07768
score_3,K13922
score_3,K16371
score_3,K01493
score_3,K18471
score_3,K18013
score_3,K16169
score_3,K12206
score_3,K14988
score_3,K02794
score_3,K00275
score_3,K00798
score_3,K03429
score_3,K13818
score_3,K05810
score_3,K03925
score_3,K06211
score_3,K02343
score_3,K03569
score_3,K01756
score_3,K06908
score_3,K02836
score_3,K01889
score_3,K02034
score_3,K04077
score_3,K19002
score_3,K03098
score_3,K01770
score_3,K03641
score_3,K12998
score_3,K03424
score_3,K12292
score_3,K01150
score_3,K05569
score_3,K10530
score_3,K03048
score_3,K04767
score_3,K22579
score_3,K02786
score_3,K06881
score_3,K05772
score_3,K02029
score_3,K02492
score_3,K09761
score_3,K03060
score_3,K05791
score_3,K02455
score_3,K23303
score_3,K01573
score_3,K02304
score_3,K02837
score_3,K01846
score_3,K16898
score_3,K12058
score_3,K19116
score_3,K05825
score_3,K07722
score_3,K12506
score_3,K04061
score_3,K16788
score_3,K07014
score_3,K23149
score_3,K01006
score_3,K17363
score_3,K00663
score_3,K15533
score_3,K20976
score_3,K01869
score_3,K20073
score_3,K18831
score_3,K02190
score_3,K18887
score_3,K22230
score_3,K13927
score_3,K01962
score_3,K00209
score_3,K16213
score_3,K07257
score_3,K12066
score_3,K02874
score_3,K00691
score_3,K03708
score_3,K02053
score_3,K11753
score_3,K01251
score_3,K01358
score_3,K17992
score_3,K15724
score_3,K02274
score_3,K07071
score_3,K03226
score_3,K03179
score_3,K16785
score_3,K02111
score_3,K01730
score_3,K06975
score_3,K18986
score_3,K07445
score_3,K12141
score_3,K12270
score_3,K00031
score_3,K10558
score_3,K21011
score_3,K02990
score_3,K19166
score_3,K07307
score_3,K08969
score_3,K21065
score_3,K13668
score_3,K01092
score_3,K02500
score_3,K09967
score_3,K12556
score_3,K02619
score_3,K02389
score_3,K19126
score_3,K18220
score_3,K01210
score_3,K03976
score_3,K08972
score_3,K09009
score_3,K02409
score_3,K19140
score_3,K01857
score_3,K01420
score_3,K04720
score_3,K12555
score_3,K23003
score_3,K06894
score_3,K15342
score_3,K01845
score_3,K20511
score_3,K04031
score_3,K00355
score_3,K22213
score_3,K03492
score_3,K17898
score_3,K11533
score_3,K02068
score_3,K02563
score_3,K03820
score_3,K18217
score_3,K02017
score_3,K17910
score_3,K01476
score_3,K01499
score_3,K07308
score_3,K09923
score_3,K19997
score_3,K00048
score_3,K01091
score_3,K09935
score_3,K10914
score_3,K01990
score_3,K02988
score_3,K03699
score_3,K01214
score_3,K06223
score_3,K01154
score_3,K02433
score_3,K01843
score_3,K00313
score_3,K12990
score_3,K07056
score_3,K02050
score_3,K15633
score_3,K12339
score_3,K09789
score_3,K02745
score_3,K13953
score_3,K02585
score_3,K01905
score_3,K12213
score_3,K00969
score_3,K01548
score_3,K01879
score_3,K00239
score_3,K01035
score_3,K01295
score_3,K00758
score_3,K03646
score_3,K05989
score_3,K14415
score_3,K03719
score_3,K21471
score_3,K07776
score_3,K00806
score_3,K22468
score_3,K01610
score_3,K07484
score_3,K00073
score_3,K01872
score_3,K16850
score_3,K06320
score_3,K06897
score_3,K01195
score_3,K12297
score_3,K07217
score_3,K01216
score_3,K10007
score_3,K11646
score_3,K11534
score_3,K06962
score_3,K09820
score_3,K16950
score_3,K04772
score_3,K01647
score_3,K10548
score_3,K13015
score_3,K16214
score_3,K03272
score_3,K18856
score_3,K12268
score_3,K19294
score_3,K20112
score_3,K16209
score_3,K05349
score_3,K07343
score_3,K03188
score_3,K08311
score_3,K07214
score_3,K02911
score_3,K00170
score_3,K12685
score_3,K02564
score_3,K21394
score_3,K00926
score_3,K14088
score_3,K01807
score_3,K04028
score_3,K01247
score_3,K21140
score_3,K02086
score_3,K00824
score_3,K02863
score_3,K05342
score_3,K18206
score_3,K10716
score_3,K03271
score_3,K01218
score_3,K17624
score_3,K00936
score_3,K09696
score_3,K01821
score_3,K04751
score_3,K16264
score_3,K01338
score_3,K20480
score_3,K03521
score_3,K19310
score_3,K16238
score_3,K01941
score_3,K20885
score_3,K07451
score_3,K03734
score_3,K02238
score_3,K21345
score_3,K18234
score_3,K01804
score_3,K02302
score_3,K02523
score_3,K16435
score_3,K13327
score_3,K07051
score_3,K09988
score_3,K21012
score_3,K02907
score_3,K12995
score_3,K04562
score_3,K09703
score_3,K07800
score_3,K07054
score_3,K00613
score_3,K07278
score_3,K03736
score_3,K07074
score_3,K21613
score_3,K02843
score_3,K00950
score_3,K04019
score_3,K12209
score_3,K09819
score_3,K01633
score_3,K23107
score_3,K03584
score_3,K15727
score_3,K03977
score_3,K01478
score_3,K19068
score_3,K02590
score_3,K08717
score_3,K02435
score_3,K07316
score_3,K19285
score_3,K22477
score_3,K12203
score_3,K01488
score_3,K23163
score_3,K02067
score_3,K00184
score_3,K18214
score_3,K04090
score_3,K10778
score_3,K01322
score_3,K11004
score_3,K15772
score_3,K01687
score_3,K00656
score_3,K02078
score_3,K01945
score_3,K09803
score_3,K00880
score_3,K21472
score_3,K21132
score_3,K22994
score_3,K18139
score_3,K06182
score_3,K03490
score_3,K17810
score_3,K00927
score_3,K06907
score_3,K09949
score_3,K01621
score_3,K11031
score_3,K01354
score_3,K07315
score_3,K00773
score_3,K16091
score_3,K04761
score_3,K07270
score_3,K03531
score_3,K03735
score_3,K09770
score_3,K07118
score_3,K18930
score_3,K06191
score_3,K07458
score_3,K00390
score_3,K00720
score_3,K01991
score_3,K21900
score_3,K13652
score_3,K01126
score_3,K00362
score_3,K14086
score_3,K07735
score_3,K02586
score_3,K01933
score_3,K01191
score_3,K06217
score_3,K05589
score_3,K07069
score_3,K22396
score_3,K12217
score_3,K23301
score_3,K01179
score_3,K16786
score_3,K03606
score_3,K04013
score_3,K00045
score_3,K18334
score_3,K02477
score_3,K15771
score_3,K16052
score_3,K01868
score_3,K00658
score_3,K06891
score_3,K11928
score_3,K00803
score_3,K15726
score_3,K02077
score_3,K01466
score_3,K01937
score_3,K00338
score_3,K05566
score_3,K00759
score_3,K06201
score_3,K15554
score_3,K07165
score_3,K00957
score_3,K13694
score_3,K05794
score_3,K03106
score_3,K06990
score_3,K10036
score_3,K16650
score_3,K02042
score_3,K13277
score_3,K15915
score_3,K09136
score_3,K01838
score_3,K13611
score_3,K01060
score_3,K02193
score_3,K11329
score_3,K00655
score_3,K02761
score_3,K01457
score_3,K11707
score_3,K03724
score_3,K07239
score_3,K09684
score_3,K07404
score_3,K06402
score_3,K01679
score_3,K01873
score_3,K00197
score_3,K01589
score_3,K00341
score_3,K00145
score_3,K11751
score_3,K03552
score_3,K17234
score_3,K20903
score_3,K03186
score_3,K18474
score_3,K04044
score_3,K21936
score_3,K07112
score_3,K09007
score_3,K01185
score_3,K04095
score_3,K20450
score_3,K05780
score_3,K03411
score_3,K01768
score_3,K04075
score_3,K07712
score_3,K13525
score_3,K02493
score_3,K02012
score_3,K05567
score_3,K12960
score_3,K02501
score_3,K15553
score_3,K01777
score_3,K11072
score_3,K07457
score_3,K01929
score_3,K01551
score_3,K00077
score_3,K20626
score_3,K03273
score_3,K01069
score_3,K01039
score_3,K00441
score_3,K02569
score_3,K07098
score_3,K12214
score_3,K21814
score_3,K02400
score_3,K22116
score_3,K12138
score_3,K00657
score_3,K14414
score_3,K19172
score_3,K19789
score_3,K00370
score_3,K08168
score_3,K15898
score_3,K11710
score_3,K04764
score_3,K03470
score_3,K03446
score_3,K12065
score_3,K17213
score_3,K02019
score_3,K22430
score_3,K00694
score_3,K18122
score_3,K01114
score_3,K23541
score_3,K12992
score_3,K12137
score_3,K23170
score_3,K19427
score_3,K09969
score_3,K01193
score_3,K10907
score_3,K03772
score_3,K19139
score_3,K11181
score_3,K22232
score_3,K09167
score_3,K18349
score_3,K13788
score_3,K11709
score_3,K18475
score_3,K00135
score_3,K01950
score_3,K09144
score_3,K02051
score_3,K09001
score_3,K06941
score_3,K23169
score_3,K16925
score_3,K19883
score_3,K00373
score_3,K06166
score_3,K03756
score_3,K01581
score_3,K20484
score_3,K03704
score_3,K01058
score_3,K01728
score_3,K18350
score_3,K03182
score_3,K03090
score_3,K02688
score_3,K07357
score_3,K01625
score_3,K02533
score_3,K01812
score_3,K11785
score_3,K06221
score_3,K07813
score_3,K02224
score_3,K01809
score_3,K00042
score_3,K02397
score_3,K03409
score_3,K11606
score_3,K06929
score_3,K22349
score_3,K03830
score_3,K16885
score_3,K16235
score_3,K01938
score_3,K14091
score_3,K02045
score_3,K02784
score_3,K03638
score_3,K17236
score_3,K11615
score_3,K01737
score_3,K07491
score_3,K01429
score_3,K04783
score_3,K03390
score_3,K06859
score_3,K23352
score_3,K03412
score_3,K19170
score_3,K00041
score_3,K01266
score_3,K06606
score_3,K01147
score_3,K03562
score_3,K01649
score_3,K08161
score_3,K00010
score_3,K18303
score_3,K00094
score_3,K15520
score_3,K06395
score_3,K04749
score_3,K11690
score_3,K18120
score_3,K23077
score_3,K05363
score_3,K13288
score_3,K19710
score_3,K20509
score_3,K03497
score_3,K02056
score_3,K13929
score_3,K05916
score_3,K19169
score_3,K03604
score_3,K17218
score_3,K07127
score_3,K21681
score_3,K15125
score_3,K19273
score_3,K02283
score_3,K23356
score_3,K06408
score_3,K00164
score_3,K09964
score_3,K07275
score_3,K07729
score_3,K11065
score_3,K07654
score_3,K07106
score_3,K13990
score_3,K20341
score_3,K11051
score_3,K23537
score_3,K12140
score_3,K01823
score_3,K01626
score_3,K14090
score_3,K18014
score_3,K01176
score_3,K06334
score_3,K02010
score_3,K09477
score_3,K03642
score_3,K18205
score_3,K12111
score_3,K20862
score_3,K16153
score_3,K07250
score_3,K07219
score_3,K21619
score_3,K13963
score_3,K00065
score_3,K12503
score_3,K02282
score_3,K17073
score_3,K07080
score_3,K03572
score_3,K07741
score_3,K12218
score_3,K09011
score_3,K03732
score_3,K13819
score_3,K01685
score_3,K18479
score_3,K05337
score_3,K01803
score_3,K20265
score_3,K00978
score_3,K07272
score_3,K01011
score_3,K08297
score_3,K11214
score_3,K18545
score_3,K01866
score_3,K00625
score_3,K07979
score_3,K00640
score_3,K01926
score_3,K21344
score_3,K05568
score_3,K02230
score_3,K19119
score_3,K02047
score_3,K09697
score_3,K04566
score_3,K00344
score_3,K12528
score_3,K07739
score_3,K16922
score_3,K10681
score_3,K00619
score_3,K16961
score_3,K01816
score_3,K11050
score_3,K16846
score_3,K07126
score_3,K07037
score_3,K01738
score_3,K00002
score_3,K01613
score_3,K02119
score_3,K16923
score_3,K20257
score_3,K07666
score_3,K16212
score_3,K02664
score_3,K17074
score_3,K02028
score_3,K01436
score_3,K15583
score_3,K16087
score_3,K02291
score_3,K01783
score_3,K08319
score_3,K14982
score_3,K09825
score_3,K18814
score_3,K13280
score_3,K07507
score_3,K02444
score_3,K01628
score_3,K02313
score_3,K01854
score_3,K11180
score_3,K10107
score_3,K00009
score_3,K01284
score_3,K01999
score_3,K18828
score_3,K01449
score_3,K09979
score_3,K09791
score_3,K18118
score_3,K01485
score_3,K09931
score_3,K20488
score_3,K03926
score_3,K02415
score_3,K01561
score_3,K09692
score_3,K03399
score_3,K01849
score_3,K11738
score_3,K03077
score_3,K18890
score_3,K01780
score_3,K01629
score_3,K12072
score_3,K01262
score_3,K07032
score_3,K18285
score_3,K07006
score_3,K01993
score_3,K06205
score_3,K02591
score_3,K09689
score_3,K04014
score_3,K01958
score_3,K09155
score_3,K03738
score_3,K00111
score_3,K05306
score_3,K07787
score_3,K00547
score_3,K01579
score_3,K03564
score_3,K09138
score_3,K23573
score_3,K04750
score_3,K11749
score_3,K07148
score_3,K05396
score_3,K16203
score_3,K00346
score_3,K06909
score_3,K09702
score_3,K03666
score_3,K07719
score_3,K02041
score_3,K04784
score_3,K01839
score_3,K00102
score_3,K20974
score_3,K00603
score_3,K00437
score_3,K17215
score_3,K00046
score_3,K21947
score_3,K01813
score_3,K02075
score_3,K03299
score_3,K04561
score_3,K19956
score_3,K03760
score_3,K08153
score_3,K13587
score_3,K07442
score_3,K06331
score_3,K01439
score_3,K02426
score_3,K02025
score_3,K03405
score_3,K03582
score_3,K00931
score_3,K02574
score_3,K00986
score_3,K10823
score_3,K02554
score_3,K01921
score_3,K13643
score_3,K05801
score_3,K02168
score_3,K11755
score_3,K07406
score_3,K03437
score_3,K02018
score_3,K02182
score_3,K11743
score_3,K17734
score_3,K05352
score_3,K22212
score_3,K01428
score_3,K20814
score_3,K07031
score_3,K01474
score_3,K15580
score_3,K15770
score_3,K06446
score_3,K10819
score_3,K01520
score_3,K02935
score_3,K02420
score_3,K00981
score_3,K00057
score_3,K05366
score_3,K02171
score_3,K19167
score_3,K05988
score_3,K02110
score_3,K22132
score_3,K00604
score_3,K02970
score_3,K19165
score_3,K02440
score_3,K02242
score_3,K01182
score_3,K22723
score_3,K11708
score_3,K13599
score_3,K22044
score_3,K00281
score_3,K02443
score_3,K12240
score_3,K15738
score_3,K02916
score_3,K06608
score_3,K08159
score_3,K21573
score_3,K06610
score_3,K05811
score_3,K17733
score_3,K02483
score_3,K18918
score_3,K09139
score_3,K01224
score_3,K01008
score_3,K11381
score_3,K10547
score_3,K02520
score_3,K03547
score_3,K10012
score_3,K01181
score_3,K01668
score_3,K21467
score_3,K12982
score_3,K06001
score_3,K23398
score_3,K00633
score_3,K03224
score_3,K22373
score_3,K00970
score_3,K05873
score_3,K02968
score_3,K01575
score_3,K00854
score_3,K23259
score_3,K20492
score_3,K16139
score_3,K15975
score_3,K00381
score_3,K02594
score_3,K15581
score_3,K00571
score_3,K05816
score_3,K02390
score_3,K06181
score_3,K04045
score_3,K01758
score_3,K18816
score_3,K02133
score_3,K07309
score_3,K02946
score_3,K06915
score_3,K07321
score_3,K01677
score_3,K03826
score_3,K02525
score_3,K13584
score_3,K00983
score_3,K11071
score_3,K16924
score_3,K14761
score_3,K01834
score_3,K02243
score_3,K10037
score_3,K10682
score_3,K03972
score_3,K00954
score_3,K01308
score_3,K01451
score_3,K01736
score_3,K19508
score_3,K12296
score_3,K01995
score_3,K01265
score_3,K12511
score_3,K03227
score_3,K07705
score_3,K00800
score_3,K21563
score_3,K19309
score_3,K14153
score_3,K02015
score_3,K02005
score_3,K02838
score_3,K19159
score_3,K15773
score_3,K09951
score_3,K00283
score_3,K01270
score_3,K06952
score_3,K19123
score_3,K01657
score_3,K11070
score_3,K00928
score_3,K20342
score_3,K18704
score_3,K20415
score_3,K10213
score_3,K01089
score_3,K21749
score_3,K18893
score_3,K02237
score_3,K20491
