feature,importance_sum,importance_mean,freq_top20,weighted_score,dataset,selected
K10007,0.004121083779197726,0.00034342364826647716,5.0,0.007383990884859664,kegg,False
K19294,0.003793701540219765,0.00031614179501831375,6.0,0.007382202329600415,kegg,False
K07270,0.004586265131293807,0.00038218876094115063,4.0,0.00738130897877881,kegg,False
K13963,0.0041195301016004006,0.0003432941751333667,5.0,0.007381207068312529,kegg,False
K17836,0.0041188392399085,0.00034323660332570837,5.0,0.00737996921033414,kegg,False
K02397,0.0041089144506216,0.0003424095375518,5.0,0.007362186375149243,kegg,False
K01823,0.0041065938322473,0.000342216152687275,5.0,0.007358028385202627,kegg,False
K02428,0.0040965978423618404,0.0003413831535301534,5.0,0.007340117975671047,kegg,False
K02586,0.004096496144341896,0.000341374678695158,5.0,0.007339935757280809,kegg,False
K01214,0.0037716561128241996,0.0003143046760686833,6.0,0.007339303908691122,kegg,False
K01485,0.0040937004463887,0.000341141703865725,5.0,0.007334926539000069,kegg,False
K06201,0.0037675874110803995,0.0003139656175900333,6.0,0.0073313865806743815,kegg,False
K19005,0.005282325976040653,0.00044019383133672105,3.0,0.007322858714182279,kegg,False
K01989,0.004084200765521901,0.0003403500637934917,5.0,0.007317905395852337,kegg,False
K02401,0.004081026193920752,0.0003400855161600626,5.0,0.007312217327125235,kegg,False
K06020,0.0040778651272324,0.0003398220939360333,5.0,0.00730655345595352,kegg,False
K00325,0.004063599694468268,0.00033863330787235567,5.0,0.00728099323171575,kegg,False
K12992,0.0052424959016074,0.0004368746584672833,3.0,0.007267642506592475,kegg,False
K03088,0.004049254340336772,0.00033743786169473103,5.0,0.007255289807611213,kegg,False
K13920,0.004047658485845301,0.0003373048738204417,5.0,0.007252430420214609,kegg,False
K09969,0.004504408395327231,0.00037536736627726924,4.0,0.0072495656445260934,kegg,False
K20534,0.004041005246358,0.0003367504371965,5.0,0.007240509415362196,kegg,False
K23004,0.004498120865621692,0.0003748434054684743,4.0,0.007239446255842444,kegg,False
K01812,0.004496190301303656,0.00037468252510863804,4.0,0.007236339132436605,kegg,False
K03446,0.0052153766810582,0.0004346147234215167,3.0,0.0072300472840671525,kegg,False
K01649,0.0052148715646718235,0.00043457263038931864,3.0,0.007229347044069009,kegg,False
K13281,0.004034489566698658,0.0003362074638915548,5.0,0.007228834884634113,kegg,False
K22116,0.004022606102613941,0.00033521717521782843,5.0,0.00720754257533309,kegg,False
K21613,0.004013522003195485,0.00033446016693295706,5.0,0.007191266054180662,kegg,False
K06881,0.004012538343315165,0.0003343781952762637,5.0,0.007189503572275599,kegg,False
K07813,0.0044563811408502,0.00037136509507085003,4.0,0.00717226876034064,kegg,False
K02746,0.003998197210750874,0.0003331831008959062,5.0,0.007163807712204076,kegg,False
K06999,0.004440676761067106,0.0003700563967555922,4.0,0.007146993536126465,kegg,False
K02053,0.0036675935308574,0.00030563279423811664,6.0,0.007136807474305026,kegg,False
K03437,0.0039702302994224815,0.00033085252495187344,5.0,0.007113697734006367,kegg,False
K09131,0.004417537552257867,0.0003681281293548223,4.0,0.007109752416205147,kegg,False
K00042,0.003964965623571909,0.0003304138019643258,5.0,0.007104264701198688,kegg,False
K00939,0.003960804472545344,0.0003300670393787787,5.0,0.007096808919443952,kegg,False
K23107,0.003959351246778001,0.00032994593723150004,5.0,0.007094205088414388,kegg,False
K13277,0.004391273177231631,0.0003659394314359692,4.0,0.007067481535291535,kegg,False
K01246,0.003936901460105087,0.00032807512167542396,5.0,0.0070539804705610455,kegg,False
K00809,0.0039331205497243,0.00032776004581035835,5.0,0.007047205988583967,kegg,False
K01091,0.003916154976650256,0.000326346248054188,5.0,0.007016807762377669,kegg,False
K01114,0.0043575657108629404,0.00036313047590524504,4.0,0.007013231460985667,kegg,False
K08978,0.004350023497331165,0.0003625019581109304,4.0,0.007001092736583954,kegg,False
K11991,0.004345711397879199,0.00036214261648993324,4.0,0.006994152680243774,kegg,False
K06996,0.003902689027303356,0.000325224085608613,5.0,0.006992680020123216,kegg,False
K01929,0.0038996284859245996,0.00032496904049371665,5.0,0.006987196266126864,kegg,False
K17810,0.003589977545243773,0.0002991647954369811,6.0,0.006985773740170538,kegg,False
K03409,0.0038946040933237444,0.00032455034111031204,5.0,0.006978193763107162,kegg,False
K23170,0.005033690634742387,0.00041947421956186557,3.0,0.006978176942565373,kegg,False
K15580,0.003888824852115623,0.00032406873767630193,5.0,0.006967838752947558,kegg,False
K02193,0.0038853328822408563,0.00032377774018673805,5.0,0.006961581982858186,kegg,False
K15724,0.0035774982178757883,0.000298124851489649,6.0,0.006961490090391793,kegg,False
K06211,0.0038841023846643303,0.00032367519872202754,5.0,0.006959377227173583,kegg,False
K07051,0.004319777210178514,0.0003599814341815428,4.0,0.006952413215330109,kegg,False
K06897,0.0038770196621143787,0.0003230849718428649,5.0,0.006946686691976792,kegg,False
K16923,0.0035642703715622,0.0002970225309635167,6.0,0.006935749890000037,kegg,False
K22457,0.0038700977470235,0.0003225081455852917,5.0,0.006934284285067518,kegg,False
K21567,0.003867737700305452,0.00032231147502545434,5.0,0.0069300556490126345,kegg,False
K05351,0.003553647203401573,0.0002961372669501311,6.0,0.006915078159261152,kegg,False
K00170,0.0035513633524122926,0.00029594694603435773,6.0,0.006910633990442181,kegg,False
K11065,0.0038556473795988257,0.00032130394829990214,5.0,0.006908392702400533,kegg,False
K02338,0.0035475537762862997,0.0002956294813571916,6.0,0.006903220897595013,kegg,False
K10548,0.003851418194678113,0.0003209515162231761,5.0,0.00690081502027173,kegg,False
K02019,0.004281428051056972,0.0003567856709214144,4.0,0.006890692624729932,kegg,False
K01628,0.0038375378377848725,0.000319794819815406,5.0,0.006875944759372001,kegg,False
K00390,0.0035251738214976537,0.0002937644851248045,6.0,0.006859671516436387,kegg,False
K23303,0.0038244064287932342,0.0003187005357327695,5.0,0.006852416432966926,kegg,False
K02414,0.0038129786174052127,0.00031774821811710106,5.0,0.006831940543699887,kegg,False
K07712,0.004244343347009774,0.00035369527891748113,4.0,0.006831007096064972,kegg,False
K18285,0.0038121214830742194,0.00031767679025618495,5.0,0.006830404765145929,kegg,False
K23163,0.0035084706660560177,0.00029237255550466814,6.0,0.006827168676741259,kegg,False
K02238,0.0038082933756164,0.00031735778130136664,5.0,0.0068235457173591585,kegg,False
K01756,0.0038081676935730396,0.0003173473077977533,5.0,0.006823320525367856,kegg,False
K01226,0.0038067476253746822,0.0003172289687812235,5.0,0.006820776104726499,kegg,False
K02283,0.0037934470176940386,0.00031612058480783657,5.0,0.006796944614968219,kegg,False
K02564,0.0037915092898662428,0.0003159591074888536,5.0,0.006793472672783979,kegg,False
K18887,0.0042109248625168,0.0003509104052097333,4.0,0.006777222120145889,kegg,False
K02990,0.004205645062416199,0.00035047042186801656,4.0,0.0067687246096939085,kegg,False
K22226,0.0037765253318528995,0.00031471044432107494,5.0,0.0067666250241270555,kegg,False
K09697,0.004203434406015751,0.0003502862005013126,4.0,0.006765166695471663,kegg,False
K16950,0.0037733175308133,0.000314443127567775,5.0,0.006760877416238953,kegg,False
K01589,0.004197031483597,0.0003497526236330833,4.0,0.00675486158938055,kegg,False
K00613,0.0041875692299294,0.00034896410249411666,4.0,0.006739632679590846,kegg,False
K18014,0.0034588382931099214,0.0002882365244258268,6.0,0.006730588538503752,kegg,False
K23169,0.004169993259495828,0.000347499438291319,4.0,0.006711345246427235,kegg,False
K07343,0.004168138707246368,0.0003473448922705307,4.0,0.006708360459726365,kegg,False
K20511,0.003743750821538,0.00031197923512816665,5.0,0.006707900984921022,kegg,False
K03646,0.003736611470340862,0.00031138428919507186,5.0,0.006695108984809405,kegg,False
K07275,0.0037294183644499008,0.0003107848637041584,5.0,0.006682220669216115,kegg,False
K04562,0.0034325639722347185,0.0002860469976862265,6.0,0.0066794610708531595,kegg,False
K06894,0.003431551902223418,0.00028596265851861817,6.0,0.006677491673546615,kegg,False
K18220,0.0037242715575598,0.0003103559631299833,5.0,0.006672998829234489,kegg,False
K19302,0.0037121167170054,0.00030934305975045,5.0,0.006651220278574186,kegg,False
K21563,0.004131056689793891,0.00034425472414949097,4.0,0.006648679254968805,kegg,False
K03736,0.0037104239959805767,0.00030920199966504806,5.0,0.006648187329649197,kegg,False
K02836,0.0034146622270068545,0.00028455518558390456,6.0,0.006644625883128456,kegg,False
K16435,0.003705918182466892,0.00030882651520557433,5.0,0.006640113995619477,kegg,False
K01322,0.0037055803535151997,0.00030879836279293333,5.0,0.006639508687396303,kegg,False
K06950,0.003699275067287338,0.00030827292227394483,5.0,0.0066282111310913385,kegg,False
K12452,0.0036943851310781996,0.00030786542758984997,5.0,0.006619449541584693,kegg,False
K03828,0.0036875864532305703,0.00030729887110254753,5.0,0.0066072679461729724,kegg,False
K18474,0.0040884849187546,0.00034070707656288336,4.0,0.0065801626326587054,kegg,False
K06904,0.0036681417382224742,0.0003056784781852062,5.0,0.006572427693930775,kegg,False
K07192,0.00366567460264405,0.0003054728835536708,5.0,0.006568007180396265,kegg,False
K07214,0.004077069584268431,0.00033975579868903593,4.0,0.006561790360553549,kegg,False
K04075,0.0033691765566216765,0.00028076471305180637,6.0,0.006556114855489353,kegg,False
K01609,0.0033664619104073605,0.0002805384925339467,6.0,0.006550832397869822,kegg,False
K02035,0.0036555991299221,0.00030463326082684163,5.0,0.006549954356739761,kegg,False
K02171,0.005961875471549019,0.0004968229559624182,2.0,0.006549789656552733,kegg,False
K02236,0.0033630576926358775,0.0002802548077196565,6.0,0.006544208095958699,kegg,False
K01439,0.0036379197709257,0.00030315998091047497,5.0,0.006518277197848079,kegg,False
K03589,0.0036209490421793,0.00030174575351494165,5.0,0.006487869733917017,kegg,False
K01573,0.0036174041340167004,0.0003014503445013917,5.0,0.0064815181111491345,kegg,False
K19139,0.004025831116757196,0.000335485926396433,4.0,0.0064793252283659435,kegg,False
K00209,0.0040156855774531154,0.00033464046478775964,4.0,0.006462996612767866,kegg,False
K14379,0.004007771177501071,0.0003339809314584226,4.0,0.00645025887743088,kegg,False
K19242,0.004001526946749405,0.00033346057889578374,4.0,0.006440209175725161,kegg,False
K03531,0.003591126303445809,0.0002992605252871507,5.0,0.00643443455939297,kegg,False
K15921,0.0039944161861629,0.000332868015513575,4.0,0.006428764848050998,kegg,False
K07219,0.003990753011417751,0.00033256275095147923,4.0,0.006422869195736284,kegg,False
K04061,0.0035812112353755705,0.0002984342696146309,5.0,0.006416669142290079,kegg,False
K12685,0.0032969479949922,0.00027474566624935,6.0,0.0064155645643628875,kegg,False
K01488,0.0035724630955965794,0.0002977052579663816,5.0,0.006400994580002942,kegg,False
K02082,0.0035628532183847005,0.0002969044348653917,5.0,0.006383775991510438,kegg,False
K22723,0.004602436401396485,0.00038353636678304043,3.0,0.006380331630668869,kegg,False
K19997,0.003560222506275544,0.00029668520885629536,5.0,0.006379062388178045,kegg,False
K02010,0.003963324437537888,0.00033027703646149064,4.0,0.006378724609050032,kegg,False
K00045,0.003955798769287791,0.0003296498974406493,4.0,0.006366612513251926,kegg,False
K18120,0.004584402069679162,0.00038203350580659685,3.0,0.006355330738302578,kegg,False
K01807,0.0032636171666672997,0.00027196809722227497,6.0,0.006350705767249044,kegg,False
K22349,0.0039430164562925755,0.00032858470469104796,4.0,0.006346040174108826,kegg,False
K12554,0.00577342324104076,0.0004811186034200633,2.0,0.006342753720289444,kegg,False
K21399,0.0035379841782895386,0.00029483201485746153,5.0,0.00633921665342932,kegg,False
K03271,0.0035312373496139,0.0002942697791344917,5.0,0.006327127959262485,kegg,False
K15870,0.0035203293086150055,0.00029336077571791714,5.0,0.006307583373511988,kegg,False
K21012,0.003916942764443,0.0003264118970369167,4.0,0.006304076185928996,kegg,False
K03411,0.0032333977099066004,0.00026944980915888334,6.0,0.006291901419639461,kegg,False
K00073,0.0032308628063464208,0.00026923856719553505,6.0,0.006286968725074831,kegg,False
K07741,0.0039010309708248187,0.00032508591423540154,4.0,0.006278467142025068,kegg,False
K04095,0.00349798593901235,0.0002914988282510292,5.0,0.006267549429451968,kegg,False
K01479,0.004514966328850287,0.0003762471940708572,3.0,0.0062590723623313265,kegg,False
K07321,0.004498828648872493,0.0003749023874060411,3.0,0.006236700787576553,kegg,False
K00283,0.003872911243273089,0.0003227426036060907,4.0,0.006233210186415996,kegg,False
K00441,0.0034772621999858994,0.00028977184999882493,5.0,0.006230417473813514,kegg,False
K07505,0.0038658917004000186,0.00032215764170000157,4.0,0.00622191266798812,kegg,False
K02047,0.0034703686202227574,0.00028919738501856314,5.0,0.0062180658369960255,kegg,False
K11203,0.003469788369977867,0.00028914903083148894,5.0,0.006217026168125221,kegg,False
K07025,0.003856320404045768,0.00032136003367048066,4.0,0.006206508260764447,kegg,False
K00094,0.00385334334905001,0.00032111194575416754,4.0,0.006201716875586873,kegg,False
K22319,0.0038508592011134227,0.0003209049334261186,4.0,0.006197718793717634,kegg,False
K17218,0.0038332047107529,0.000319433725896075,4.0,0.006169304987606706,kegg,False
K15855,0.004447305384076046,0.00037060878200633715,3.0,0.006165274376122751,kegg,False
K03925,0.0034384092383803145,0.00028653410319835954,5.0,0.006160802311949153,kegg,False
K00031,0.003163205515770678,0.0002636004596475565,6.0,0.006155313716685909,kegg,False
K03394,0.0034328663672113,0.00028607219726760834,5.0,0.006150870820045361,kegg,False
K21063,0.0034233074456041716,0.0002852756204670143,5.0,0.006133743531740179,kegg,False
K10008,0.003420200554945049,0.0002850167129120874,5.0,0.00612817673098184,kegg,False
K04029,0.0034199721783470752,0.0002849976815289229,5.0,0.006127767535049871,kegg,False
K00197,0.0037998962534128004,0.00031665802111773337,4.0,0.006115697093558857,kegg,False
K03569,0.003406249830556194,0.0002838541525463495,5.0,0.006103180388455518,kegg,False
K09167,0.0043933855659108,0.00036611546382589997,3.0,0.006090525636247661,kegg,False
K14982,0.00378289810689645,0.00031524150890803747,4.0,0.006088339632114332,kegg,False
K17236,0.004384904752204894,0.0003654087293504078,3.0,0.006078768732029456,kegg,False
K10697,0.0037752409204006242,0.00031460341003338533,4.0,0.006076015865865372,kegg,False
K07313,0.0037731083728375875,0.0003144256977364656,4.0,0.0060725836629673515,kegg,False
K02619,0.0033866658566505886,0.00028222215472088237,5.0,0.006068090617765034,kegg,False
K15583,0.0031118649041249236,0.00025932207534374365,6.0,0.006055409499425728,kegg,False
K05568,0.0033779293375751,0.00028149411146459165,5.0,0.006052436876983436,kegg,False
K00547,0.0033772478646050654,0.00028143732205042213,5.0,0.006051215841336354,kegg,False
K16235,0.0043632972699800725,0.0003636081058316727,3.0,0.006048814401263187,kegg,False
K13953,0.003374232631235042,0.0002811860526029202,5.0,0.006045813268393682,kegg,False
K02420,0.0054847172785379645,0.00045705977321149706,2.0,0.006025577802072119,kegg,False
K02858,0.005477258837861298,0.0004564382364884415,2.0,0.0060173838674904305,kegg,False
K04014,0.0037312950908998024,0.00031094125757498355,4.0,0.0060052877817733845,kegg,False
K20480,0.0033512784267809383,0.0002792732022317449,5.0,0.006004684855204445,kegg,False
K18122,0.003723614815891121,0.0003103012346575934,4.0,0.005992926855996492,kegg,False
K20488,0.0037231951721919698,0.0003102662643493308,4.0,0.005992251465517365,kegg,False
K01760,0.0037222607292133002,0.00031018839410110833,4.0,0.005990747537560486,kegg,False
K00819,0.0037164642812282144,0.0003097053567690179,4.0,0.005981418514415836,kegg,False
K00057,0.00543769298163531,0.0004531410818029425,2.0,0.005973916331628885,kegg,False
K15633,0.0033275434396416934,0.00027729528663680776,5.0,0.005962157467245697,kegg,False
K17758,0.003695647508894542,0.00030797062574121185,4.0,0.005947915211807515,kegg,False
K01872,0.0030557857510074057,0.0002546488125839505,6.0,0.005946284506223923,kegg,False
K02492,0.0033132061676403994,0.0002761005139700333,5.0,0.00593646852437448,kegg,False
K01154,0.003046129364007756,0.000253844113667313,6.0,0.005927494044758099,kegg,False
K18234,0.0036829173386384003,0.0003069097782198667,4.0,0.00592742679316554,kegg,False
K01905,0.003044031024842863,0.0002536692520702386,6.0,0.005923410865280973,kegg,False
K22477,0.003303655317353463,0.00027530460977945526,5.0,0.0059193556979336825,kegg,False
K05566,0.0036763528480254,0.00030636273733545,4.0,0.005916861653097159,kegg,False
K21750,0.0053659922759035274,0.00044716602299196064,2.0,0.005895145055205772,kegg,False
K03491,0.0036604458033093652,0.00030503715027578045,4.0,0.005891260252256388,kegg,False
K02554,0.003282351837098631,0.00027352931975821925,5.0,0.005881184985459574,kegg,False
K23077,0.0032804690267673954,0.00027337241889728293,5.0,0.0058778114422198225,kegg,False
K03521,0.0042313240854351996,0.0003526103404529333,3.0,0.005865860719709595,kegg,False
K13075,0.003637840283762958,0.0003031533569802465,4.0,0.00585487807206813,kegg,False
K02590,0.003266397724273416,0.00027219981035611797,5.0,0.005852599052731862,kegg,False
K19424,0.003264477069398862,0.0002720397557832385,5.0,0.005849157701173262,kegg,False
K03405,0.0036157457711739147,0.00030131214759782625,4.0,0.005819318325850572,kegg,False
K03073,0.0032382725034631,0.00026985604195525835,5.0,0.005802205422020849,kegg,False
K03470,0.004184915200856099,0.0003487429334046749,3.0,0.005801524344711724,kegg,False
K11534,0.0035996933736331003,0.00029997444780275836,4.0,0.005793482988662921,kegg,False
K19427,0.004178778858528441,0.00034823157154403677,3.0,0.005793017567944991,kegg,False
K01476,0.0035959979296527,0.000299666494137725,4.0,0.005787535401017588,kegg,False
K06909,0.0032283262875740662,0.00026902719063117217,5.0,0.005784384195518686,kegg,False
K09770,0.003226233996861435,0.0002688528330717863,5.0,0.005780635313821951,kegg,False
K06153,0.004168262040538126,0.0003473551700448438,3.0,0.005778438162468092,kegg,False
K19803,0.0035850727421700675,0.00029875606184750564,4.0,0.0057699519900825886,kegg,False
K19134,0.003584116431229515,0.00029867636926912623,4.0,0.0057684128669987875,kegg,False
K06284,0.005241036434216165,0.0004367530361846804,2.0,0.005757867031987169,kegg,False
K07056,0.0032092834445514003,0.00026744028704595,5.0,0.005750264001211801,kegg,False
K02045,0.0041445953941861,0.0003453829495155083,3.0,0.00574562922408366,kegg,False
K02933,0.003567680840494868,0.0002973067367079057,4.0,0.0057419608041571965,kegg,False
K00681,0.0035585591101715925,0.00029654659251429936,4.0,0.005727279945547918,kegg,False
K12982,0.00521211029794698,0.000434342524828915,2.0,0.005726088423218155,kegg,False
K05816,0.003550246600911248,0.00029585388340927065,4.0,0.005713901477996859,kegg,False
K01857,0.0035484834128371064,0.0002957069510697589,4.0,0.005711063736263584,kegg,False
K01849,0.0035432697016006803,0.00029527247513339,4.0,0.005702672591735196,kegg,False
K16963,0.0031756543118255697,0.00026463785931879746,5.0,0.005690008684208367,kegg,False
K13288,0.003525881502480516,0.00029382345854004304,4.0,0.005674687364842251,kegg,False
K05569,0.003157745666408342,0.00026314547220069516,5.0,0.005657920699201002,kegg,False
K07148,0.003156044602542078,0.0002630037168785065,5.0,0.0056548728019108615,kegg,False
K20974,0.0031542854510868,0.0002628571209239,5.0,0.005651720825633061,kegg,False
K14977,0.0040712589717681125,0.00033927158098067604,3.0,0.005643963355220898,kegg,False
K12072,0.004069349538286108,0.00033911246152384234,3.0,0.005641316318351862,kegg,False
K00848,0.003143487057965235,0.00026195725483043627,5.0,0.00563237270250505,kegg,False
K07798,0.003141340922987377,0.0002617784102489481,5.0,0.005628527344836231,kegg,False
K18545,0.0031335429961368002,0.0002611285830114,5.0,0.005614555335561362,kegg,False
K07735,0.0034857480747319336,0.00029047900622766114,4.0,0.005610095104667747,kegg,False
K06907,0.0034813032834989997,0.00029010860695824996,4.0,0.005602941489144609,kegg,False
K08972,0.0034792105012373432,0.0002899342084364453,4.0,0.005599573286030229,kegg,False
K09825,0.003116819874962589,0.00025973498958021575,5.0,0.005584591524842421,kegg,False
K06117,0.004023421840845771,0.00033528515340381423,3.0,0.005577647010371101,kegg,False
K01126,0.003464530104293666,0.0002887108420244722,4.0,0.005575946098619494,kegg,False
K03727,0.0034630434825947045,0.00028858695688289206,4.0,0.005573553473295738,kegg,False
K07080,0.0050613252239972845,0.0004217771019997737,2.0,0.005560434088029289,kegg,False
K14086,0.0034513604261379458,0.0002876133688448288,4.0,0.005554750319301122,kegg,False
K07316,0.0034505059639812004,0.00028754216366510003,4.0,0.005553375115511316,kegg,False
K11145,0.0034487537086407513,0.0002873961423867293,4.0,0.005550554969334132,kegg,False
K02389,0.003440335183623274,0.0002866945986352728,4.0,0.005537005876004229,kegg,False
K15899,0.003438738720656274,0.0002865615600546895,4.0,0.005534436467979342,kegg,False
K20487,0.0030847295945642746,0.00025706079954702286,5.0,0.005527093461068558,kegg,False
K02426,0.0030845399160934536,0.0002570449930077878,5.0,0.005526753602872356,kegg,False
K13542,0.0034284111067486543,0.00028570092556238786,4.0,0.0055178148146114376,kegg,False
K01873,0.0034252838186190977,0.00028544031821825815,4.0,0.005512781638532624,kegg,False
K08167,0.003421624965299059,0.00028513541377492155,4.0,0.005506892941283318,kegg,False
K16214,0.003073348320361788,0.000256112360030149,5.0,0.005506700955244371,kegg,False
K22432,0.0039673217160709,0.00033061014300590834,3.0,0.005499875723737576,kegg,False
K11751,0.003413037561877529,0.00028441979682312745,4.0,0.005493072048647342,kegg,False
K01247,0.003403472854103714,0.00028362273784197613,4.0,0.00547767824533481,kegg,False
K11921,0.0033940084617704036,0.00028283403848086697,4.0,0.00546244589349543,kegg,False
K12214,0.00339375553324181,0.0002828129611034842,4.0,0.005462038820732376,kegg,False
K07017,0.0033881529506166997,0.0002823460792180583,4.0,0.005453021811847978,kegg,False
K01991,0.0030389853658272037,0.00025324878048560033,5.0,0.005445130806066377,kegg,False
K18672,0.0030387503445698,0.00025322919538081667,5.0,0.005444709704502954,kegg,False
K01990,0.003037303804311914,0.00025310865035932617,5.0,0.0054421178522982665,kegg,False
K16139,0.003378527446976593,0.0002815439539147161,4.0,0.005437530161363318,kegg,False
K19167,0.0049406488151631685,0.0004117207345969307,2.0,0.005427857502331792,kegg,False
K02863,0.0030282534990721576,0.00025235445825601315,5.0,0.005425901882185529,kegg,False
K01758,0.003025087992505763,0.0002520906660421469,5.0,0.005420230055820288,kegg,False
K16091,0.003365033365793768,0.00028041944714948065,4.0,0.005415812275514216,kegg,False
K02124,0.0039014124907184055,0.0003251177075598671,3.0,0.005408506136285633,kegg,False
K16960,0.003900072928336349,0.0003250060773613624,3.0,0.00540664910850902,kegg,False
K01150,0.0033542738650680255,0.0002795228220890021,4.0,0.005398495527127344,kegg,False
K01788,0.0030110475263317653,0.00025092062719431375,5.0,0.005395072917600652,kegg,False
K00981,0.004908374992967598,0.0004090312494139665,2.0,0.005392401084665449,kegg,False
K03471,0.0033461375800191997,0.0002788447983349333,4.0,0.005385400681503393,kegg,False
K17898,0.0030049909933425496,0.00025041591611187915,5.0,0.005384221067266532,kegg,False
K16650,0.0033452832270446796,0.0002787736022537233,4.0,0.0053840256534356,kegg,False
K00261,0.0038826822728134985,0.00032355685606779154,3.0,0.005382540540821513,kegg,False
K11181,0.003344145326811342,0.0002786787772342785,4.0,0.005382194273659499,kegg,False
K02408,0.0033378764578184308,0.00027815637148486923,4.0,0.005372104918234225,kegg,False
K07507,0.0038628576795175,0.0003219048066264583,3.0,0.005355057818923776,kegg,False
K12998,0.003323392022380416,0.000276949335198368,4.0,0.005348793118700079,kegg,False
K13049,0.0038425988934766,0.00032021657445638335,3.0,0.005326973178072142,kegg,False
K02525,0.003305068219010707,0.0002754223515842256,4.0,0.0053193020948568825,kegg,False
K00145,0.0033036982738393443,0.00027530818948661204,4.0,0.005317097253160135,kegg,False
K02786,0.0029673819638199,0.000247281830318325,5.0,0.005316834732490848,kegg,False
K00130,0.0038310166100563037,0.0003192513841713586,3.0,0.005310916723877693,kegg,False
K06859,0.003291841444495601,0.00027432012037463343,4.0,0.005298014422493054,kegg,False
K18475,0.0038215857941834032,0.0003184654828486169,3.0,0.005297842837012331,kegg,False
K06608,0.0032637575698867883,0.0002719797974905657,4.0,0.0052528151699695845,kegg,False
K05685,0.0032611670081980374,0.00027176391734983645,4.0,0.00524864582177321,kegg,False
K11537,0.0029185291159750147,0.00024321075966458457,5.0,0.005229302179766017,kegg,False
K18890,0.0032488454472649623,0.0002707371206054135,4.0,0.005228815034467152,kegg,False
K01436,0.0032369418299187996,0.0002697451524932333,4.0,0.005209656901415129,kegg,False
K04069,0.0037578263097678127,0.0003131521924806511,3.0,0.005209453423299086,kegg,False
K02907,0.003232108628190342,0.0002693423856825285,4.0,0.005201878163314908,kegg,False
K02747,0.003751143369296597,0.0003125952807747164,3.0,0.00520018890060814,kegg,False
K02044,0.0032249967610359,0.000268749730086325,4.0,0.005190432054688354,kegg,False
K08680,0.0032174229350032816,0.00026811857791694013,4.0,0.005178242451929277,kegg,False
K00709,0.004696959658651066,0.0003914133048875888,2.0,0.00516013760037243,kegg,False
K18349,0.0037190451955916998,0.00030992043296597496,3.0,0.005155691383398794,kegg,False
K01668,0.003717718073047816,0.00030980983942065134,3.0,0.005153851600899693,kegg,False
K00338,0.002872793687511233,0.00023939947395926943,5.0,0.005147355292736834,kegg,False
K05366,0.004681958973446905,0.00039016324778724207,2.0,0.005143657663268696,kegg,False
K16052,0.0031874165197168323,0.000265618043309736,4.0,0.005129948989551024,kegg,False
K02594,0.0031813246548010356,0.0002651103879000863,4.0,0.0051201445111981134,kegg,False
K03492,0.0036831379607211875,0.0003069281633934323,3.0,0.0051059133861743955,kegg,False
K02242,0.00366556364805054,0.000305463637337545,3.0,0.0050815502156185185,kegg,False
K02029,0.0031526365163376,0.0002627197096948,4.0,0.005073972733517901,kegg,False
K09477,0.0031486701002849957,0.00026238917502374964,4.0,0.005067589033146353,kegg,False
K18350,0.003643729992292532,0.00030364416602437767,3.0,0.00505128234175856,kegg,False
K02025,0.00313670398670821,0.00026139199889235087,4.0,0.005048330316291381,kegg,False
K23301,0.0028169806170183723,0.00023474838475153102,5.0,0.005047351695174558,kegg,False
K01854,0.003126677778316712,0.00026055648152639266,4.0,0.0050321937563881395,kegg,False
K01736,0.0036183554995644,0.0003015296249637,3.0,0.005016105825573273,kegg,False
K03769,0.0031153510570275855,0.0002596125880856321,4.0,0.005013964101721845,kegg,False
K03188,0.0031115694590492004,0.0002592974549207667,4.0,0.005007877854565848,kegg,False
K17073,0.0030989640007303807,0.0002582470000608651,4.0,0.004987590152043931,kegg,False
K00983,0.0030987641180545387,0.0002582303431712116,4.0,0.004987268453287392,kegg,False
K01026,0.0030978711168607002,0.00025815592640505834,4.0,0.00498583122331018,kegg,False
K14058,0.0035935984904892702,0.00029946654087410583,3.0,0.004981785323494226,kegg,False
K02493,0.003094329831501,0.00025786081929175,4.0,0.004980131744393531,kegg,False
K22213,0.0030905939108088476,0.00025754949256740395,4.0,0.004974119011993733,kegg,False
K02120,0.0030891096432143143,0.00025742580360119284,4.0,0.004971730175454894,kegg,False
K07787,0.0030879385638438468,0.0002573282136536539,4.0,0.004969845395917594,kegg,False
K00641,0.0030798856159903877,0.0002566571346658656,4.0,0.004956884676335383,kegg,False
K12141,0.003078541376783468,0.00025654511473195566,4.0,0.004954721206792386,kegg,False
K01635,0.004498042703248182,0.0003748368919373485,2.0,0.004941604988742375,kegg,False
K06166,0.0030636271946686273,0.0002553022662223856,4.0,0.004930717756663814,kegg,False
K13829,0.0030625826260598553,0.00025521521883832126,4.0,0.004929036588342719,kegg,False
K01611,0.0030596191661606655,0.00025496826384672214,4.0,0.004924267083628984,kegg,False
K05346,0.0035519705137693003,0.0002959975428141084,3.0,0.0049240766941025015,kegg,False
K02304,0.0030589697223652812,0.0002549141435304401,4.0,0.004923221844162697,kegg,False
K05989,0.0030587650121346997,0.0002548970843445583,4.0,0.004922892375756537,kegg,False
K00362,0.003053010798509198,0.0002544175665424332,4.0,0.00491363132619141,kegg,False
K03547,0.0030516448035739145,0.00025430373363115956,4.0,0.004911432842154371,kegg,False
