feature,importance_sum,importance_mean,freq_top20,weighted_score,dataset,selected
K12136,0.001703233204606149,0.00014193610038384574,1.0,0.0011805912936088327,kegg,False
K19225,0.001702038653674714,0.00014183655447289284,1.0,0.0011797632939986732,kegg,False
K23184,0.0017019478931944798,0.00014182899109954,1.0,0.0011797003836276927,kegg,False
K09005,0.0017014223979567534,0.00014178519982972946,1.0,0.0011793361380852648,kegg,False
K01256,0.0017009951289799815,0.00014174959408166512,1.0,0.0011790399777986747,kegg,False
K03837,0.0016976376104147952,0.0001414698008678996,1.0,0.001176712723271538,kegg,False
K14441,0.0016964018136437062,0.0001413668178036422,1.0,0.0011758561342239127,kegg,False
K00383,0.0016933787574841524,0.0001411148964570127,1.0,0.0011737607113702436,kegg,False
K03980,0.001693118704338984,0.000141093225361582,1.0,0.0011735804562658743,kegg,False
K21575,0.0016923907948920042,0.00014103256624100035,1.0,0.0011730759078849974,kegg,False
K06194,0.0016894370555099762,0.00014078642129249802,1.0,0.0011710285317602358,kegg,False
K06317,0.0016869037158737496,0.0001405753096561458,1.0,0.0011692725545339845,kegg,False
K09022,0.001683633806960006,0.00014030281724666715,1.0,0.0011670060263897352,kegg,False
K00891,0.0016797994551372873,0.00013998328792810726,1.0,0.001164348256234543,kegg,False
K02558,0.0016762714187012575,0.00013968928489177147,1.0,0.0011619028077259961,kegg,False
K03445,0.0016744197476722081,0.000139534978972684,1.0,0.0011606193271728861,kegg,False
K13940,0.0016723428628023004,0.00013936190523352503,1.0,0.001159179740280962,kegg,False
K01624,0.0016706813692018352,0.00013922344743348626,1.0,0.001158028080676281,kegg,False
K22306,0.0016678916144033061,0.0001389909678669422,1.0,0.0011560943700032271,kegg,False
K00937,0.0016669780606795046,0.0001389148383899587,1.0,0.001155461142815284,kegg,False
K10794,0.0016660560583970356,0.00013883800486641965,1.0,0.0011548220595327208,kegg,False
K12573,0.001663932871521911,0.0001386610726268259,1.0,0.0011533503785364262,kegg,False
K18369,0.0016632431987944351,0.00013860359989953627,1.0,0.0011528723338298673,kegg,False
K01785,0.0016630070854743435,0.00013858392378952864,1.0,0.001152708672547753,kegg,False
K01200,0.0016620632558885767,0.00013850527132404806,1.0,0.0011520544597314498,kegg,False
K00108,0.0016618905473364642,0.00013849087894470536,1.0,0.0011519347472854944,kegg,False
K01696,0.001659375062278972,0.00013828125518991434,1.0,0.001150191145910153,kegg,False
K02189,0.0016589824307845532,0.00013824853589871277,1.0,0.0011499189944967976,kegg,False
K00331,0.00165662805513393,0.0001380523379278275,1.0,0.0011482870656525893,kegg,False
K00520,0.001656351306584865,0.00013802927554873876,1.0,0.0011480952381760807,kegg,False
K05520,0.0016532763723307647,0.00013777303102756373,1.0,0.0011459638561674439,kegg,False
K02221,0.0016529447954438659,0.00013774539962032215,1.0,0.001145734024583151,kegg,False
K01918,0.0016526487058285601,0.00013772072548571334,1.0,0.001145528790901109,kegg,False
K12454,0.001652556685203534,0.0001377130571002945,1.0,0.0011454650070643186,kegg,False
K07399,0.0016521587726338776,0.0001376798977194898,1.0,0.0011451891950885519,kegg,False
K00219,0.0016514717971655003,0.00013762264976379169,1.0,0.0011447130199795325,kegg,False
K10440,0.001650716034425052,0.000137559669535421,1.0,0.0011441891651668185,kegg,False
K06970,0.0016470821932957275,0.00013725684944131063,1.0,0.0011416703784334244,kegg,False
K19354,0.0016466840784545456,0.00013722367320454548,1.0,0.00114139442625372,kegg,False
K07696,0.001646024373774188,0.00013716869781451568,1.0,0.001140937153814528,kegg,False
K02398,0.0016441038353555274,0.00013700865294629394,1.0,0.0011396059380244764,kegg,False
K01258,0.0016440397230724324,0.00013700331025603602,1.0,0.0011395614987762097,kegg,False
K02387,0.001643963413507343,0.0001369969511256119,1.0,0.0011395086050163183,kegg,False
K10539,0.001638868693457011,0.00013657239112141757,1.0,0.0011359772141776884,kegg,False
K02471,0.0016317130462393885,0.0001359760871866157,1.0,0.0011310172974837117,kegg,False
K15923,0.0016302120376103578,0.00013585100313419647,1.0,0.0011299768775845029,kegg,False
K00868,0.001629013723856489,0.00013575114365470741,1.0,0.0011291462697845826,kegg,False
K16299,0.0016247814603929937,0.00013539845503274947,1.0,0.001126212688297474,kegg,False
K23271,0.0016245470932160215,0.00013537892443466845,1.0,0.00112605023734954,kegg,False
K01819,0.0016223052477004215,0.00013519210397503511,1.0,0.001124496308451151,kegg,False
K11103,0.001622192483329483,0.00013518270694412357,1.0,0.0011244181461453672,kegg,False
K03625,0.0016188597846705252,0.0001349049820558771,1.0,0.0011221080954662546,kegg,False
K02363,0.0016186440684288733,0.00013488700570240612,1.0,0.0011219585723615526,kegg,False
K01129,0.0016185437682535884,0.0001348786473544657,1.0,0.0011218890495778443,kegg,False
K11891,0.0016178282983858323,0.00013481902486548602,1.0,0.0011213931236562335,kegg,False
K03270,0.001617696644649328,0.00013480805372077733,1.0,0.0011213018682399653,kegg,False
K10121,0.0016097416339999418,0.0001341451361666618,1.0,0.001115787875037019,kegg,False
K06383,0.0016095049275647278,0.000134125410630394,1.0,0.00111562380263883,kegg,False
K09781,0.0016091833038350291,0.00013409860865291908,1.0,0.0011154008700573882,kegg,False
K08163,0.0016085700767230458,0.00013404750639358715,1.0,0.0011149758134136741,kegg,False
K03332,0.0016063871522331886,0.0001338655960194324,1.0,0.0011134627254581542,kegg,False
K02806,0.0016053543063883659,0.00013377952553236382,1.0,0.0011127468112728624,kegg,False
K00052,0.001602112384685694,0.0001335093653904745,1.0,0.0011104996823850593,kegg,False
K07160,0.0015971859977130572,0.00013309883314275477,1.0,0.0011070849711446288,kegg,False
K02536,0.001595897749758162,0.0001329914791465135,1.0,0.0011061920257068312,kegg,False
K08323,0.0015955172875122296,0.00013295977395935246,1.0,0.0011059283093737536,kegg,False
K02651,0.0015927719366555955,0.00013273099472129962,1.0,0.0011040253771678298,kegg,False
K03755,0.0015923111261592128,0.00013269259384660105,1.0,0.0011037059676714896,kegg,False
K03407,0.0015904566148370715,0.00013253805123642263,1.0,0.001102420518377231,kegg,False
K21071,0.001589001556585975,0.0001324167963821646,1.0,0.001101411948852933,kegg,False
K01533,0.0015888555880086584,0.00013240463233405486,1.0,0.0011013107711451155,kegg,False
K03546,0.0015886503123006609,0.00013238752602505506,1.0,0.0011011684848668797,kegg,False
K02173,0.0015875942766342163,0.00013229952305285136,1.0,0.0011004364967221129,kegg,False
K03567,0.0015871417546465892,0.00013226181288721576,1.0,0.0011001228323822478,kegg,False
K01187,0.001584522500881382,0.00013204354174011518,1.0,0.0010983073040197234,kegg,False
K02892,0.0015826457870554097,0.00013188714892128415,1.0,0.0010970064651225327,kegg,False
K00334,0.0015812634197874796,0.00013177195164895664,1.0,0.0010960482811482686,kegg,False
K10830,0.0015791326697866793,0.00013159438914888994,1.0,0.0010945713577927359,kegg,False
K02879,0.0015781515162524833,0.0001315126263543736,1.0,0.0010938912739868116,kegg,False
K02952,0.0015778586094836913,0.00013148821745697427,1.0,0.0010936882464858565,kegg,False
K03177,0.0015778019587245281,0.00013148349656037734,1.0,0.0010936489791718658,kegg,False
K02445,0.00157303567507306,0.00013108630625608832,1.0,0.0010903452430971016,kegg,False
K16090,0.001571455958062798,0.00013095466317189982,1.0,0.001089250266705356,kegg,False
K09815,0.0015690314476890428,0.00013075262064075356,1.0,0.0010875697241755492,kegg,False
K05340,0.001568303363321794,0.00013069194694348283,1.0,0.001087065054549181,kegg,False
K12542,0.0015679534631864178,0.00013066278859886815,1.0,0.0010868225222568674,kegg,False
K01255,0.0015677124024850411,0.00013064270020708677,1.0,0.0010866554317113645,kegg,False
K07305,0.0015667194185166326,0.00013055995154305272,1.0,0.0010859671476733208,kegg,False
K08305,0.001566502339224742,0.00013054186160206183,1.0,0.0010858166797741888,kegg,False
K19137,0.00156642498122571,0.0001305354151021425,1.0,0.001085763059295266,kegg,False
K21465,0.0015659462047122197,0.00013049551705935164,1.0,0.0010854311967048221,kegg,False
K03583,0.0015633851079337084,0.00013028209232780904,1.0,0.0010836559796936558,kegg,False
K07289,0.001563161741524241,0.00013026347846035343,1.0,0.0010835011538967018,kegg,False
K02033,0.001561742896472397,0.00013014524137269976,1.0,0.0010825176854493644,kegg,False
K02030,0.001559918934738721,0.0001299932445615601,1.0,0.0010812534115162177,kegg,False
K21600,0.0015594146456328728,0.00012995122046940605,1.0,0.001080903864944312,kegg,False
K01223,0.0015480337126667785,0.0001290028093888982,1.0,0.001073015203346722,kegg,False
K09794,0.0015457395313082777,0.00012881162760902315,1.0,0.001071424998006384,kegg,False
K03811,0.0015456764882700864,0.0001288063740225072,1.0,0.0010713812999022078,kegg,False
K12257,0.0015443031235930623,0.00012869192696608853,1.0,0.0010704293560484478,kegg,False
K07473,0.0015427305951981952,0.00012856088293318292,1.0,0.0010693393624251952,kegg,False
K19353,0.0015409557085370945,0.00012841297571142455,1.0,0.00106810910474024,kegg,False
K03340,0.0015386004534059016,0.0001282167044504918,1.0,0.0010664765662865541,kegg,False
K19431,0.00153801692310592,0.00012816807692549333,1.0,0.0010660720939043506,kegg,False
K14682,0.001534823610649349,0.0001279019675541124,1.0,0.0010638586583784314,kegg,False
K08965,0.0015335385797998825,0.00012779488164999021,1.0,0.0010629679428681912,kegg,False
K03590,0.0015328177767821249,0.00012773481473184374,1.0,0.0010624683202886934,kegg,False
K06605,0.0015296613816927172,0.00012747178180772643,1.0,0.0010602804739317372,kegg,False
K01847,0.00152938807420386,0.000127449006183655,1.0,0.00106009103161641,kegg,False
K20459,0.0015213096912854484,0.0001267758076071207,1.0,0.0010544915232730294,kegg,False
K01875,0.0015211180382067105,0.00012675983651722587,1.0,0.0010543586794818564,kegg,False
K03831,0.001517831449896439,0.0001264859541580366,1.0,0.0010520805900609306,kegg,False
K07788,0.0015139569191828129,0.00012616307659856773,1.0,0.0010493949700207876,kegg,False
K00958,0.0015087363449415546,0.00012572802874512954,1.0,0.0010457763437045557,kegg,False
K11689,0.00150563326995918,0.00012546943916326499,1.0,0.0010436254560294564,kegg,False
K07784,0.0015032096611601467,0.00012526747176334557,1.0,0.0010419455384236265,kegg,False
K15831,0.0014958653229139095,0.0001246554435761591,1.0,0.0010368548310751684,kegg,False
K03451,0.001490873023368544,0.00012423941861404534,1.0,0.0010333944327207878,kegg,False
K00435,0.0014897356138357182,0.00012414463448630984,1.0,0.0010326060405099675,kegg,False
K00088,0.0014871919545199892,0.00012393266287666577,1.0,0.001030842910226965,kegg,False
K10537,0.0014858036647838028,0.0001238169720653169,1.0,0.001029880621110527,kegg,False
K02954,0.0014838757249510783,0.00012365631041258985,1.0,0.0010285442750511847,kegg,False
K09928,0.0014821278296711046,0.00012351065247259206,1.0,0.001027332726365957,kegg,False
K02823,0.001475321352488371,0.0001229434460406976,1.0,0.0010226148358971996,kegg,False
K02996,0.0014735437266199982,0.00012279531055166653,1.0,0.0010213826795384465,kegg,False
K09779,0.0014671810878345677,0.00012226509065288064,1.0,0.001016972434403404,kegg,False
K16937,0.0014630192002217392,0.00012191826668514494,1.0,0.0010140876337387647,kegg,False
K16915,0.0014625073290262952,0.00012187561075219126,1.0,0.0010137328316628328,kegg,False
K04072,0.0014584655617968167,0.0001215387968164014,1.0,0.00101093129210324,kegg,False
K02881,0.0014546536435285206,0.00012122113696071005,1.0,0.0010082890717030457,kegg,False
K03475,0.0014521097041335297,0.00012100914201112747,1.0,0.0010065257472838924,kegg,False
K11075,0.0014490379686115853,0.00012075316405096544,1.0,0.001004396582467431,kegg,False
K01277,0.0014460826030053015,0.00012050688358377513,1.0,0.0010023480791299113,kegg,False
K15834,0.0014442761544057442,0.00012035634620047868,1.0,0.0010010959443763018,kegg,False
K03315,0.0014433122816098713,0.00012027602346748928,1.0,0.0010004278386654241,kegg,False
K02703,0.001441887412339625,0.00012015728436163543,1.0,0.0009994401945480865,kegg,False
K00068,0.0014346788214427047,0.00011955656845355873,1.0,0.000994443580092076,kegg,False
K07486,0.0014344213769337563,0.00011953511474447969,1.0,0.0009942651331565477,kegg,False
K07300,0.001433907597798533,0.00011949229981654442,1.0,0.0009939090085975372,kegg,False
K06867,0.001432251970102042,0.00011935433084183683,1.0,0.0009927614149276573,kegg,False
K19267,0.0014290743985303396,0.00011908953321086164,1.0,0.0009905588901517044,kegg,False
K11184,0.0014230488592938387,0.00011858740494115322,1.0,0.0009863823046185707,kegg,False
K07570,0.0014229917526104227,0.00011858264605086856,1.0,0.0009863427212819698,kegg,False
K20938,0.0014202914185979926,0.00011835761821649939,1.0,0.0009844709923746836,kegg,False
K01159,0.0014179333995378014,0.00011816111662815011,1.0,0.0009828365381114054,kegg,False
K02481,0.0014178218995127077,0.0001181518249593923,1.0,0.0009827592521833794,kegg,False
K01087,0.00141646699876402,0.00011803891656366833,1.0,0.000981820106549488,kegg,False
K11737,0.0014163088359962022,0.00011802573633301685,1.0,0.0009817104764729054,kegg,False
K02871,0.001412655468996565,0.00011772128908304708,1.0,0.0009791781554375563,kegg,False
K07673,0.0014124922842929206,0.00011770769035774339,1.0,0.0009790650444203145,kegg,False
K08961,0.001411844995804359,0.00011765374965036326,1.0,0.0009786163782294593,kegg,False
K00395,0.0014102798152909267,0.00011752331794091056,1.0,0.0009775314777695063,kegg,False
K00374,0.001409726623808195,0.00011747721865068291,1.0,0.000977148034652941,kegg,False
K03698,0.0014074514606307645,0.00011728762171923038,1.0,0.0009755710117111913,kegg,False
K12294,0.0014036746159756868,0.00011697288466464057,1.0,0.0009729531024871113,kegg,False
K12061,0.0014007707548709095,0.00011673089623924245,1.0,0.0009709402993495971,kegg,False
K19337,0.0013999582254103438,0.00011666318545086199,1.0,0.0009703770968448841,kegg,False
K08093,0.001399953339846598,0.00011666277832054983,1.0,0.0009703737104301483,kegg,False
K13409,0.001399258249191242,0.00011660485409927017,1.0,0.0009698919103021548,kegg,False
K00348,0.0013987754951451776,0.00011656462459543146,1.0,0.0009695572906962212,kegg,False
K00766,0.0013981673662731263,0.0001165139471894272,1.0,0.0009691357678831418,kegg,False
K13950,0.0013975621357464575,0.00011646351131220479,1.0,0.0009687162540499925,kegg,False
K01161,0.0008806654123653218,7.338878436377682e-05,2.0,0.0009675098442295106,kegg,False
K12308,0.0013950222849159453,0.00011625185707632878,1.0,0.0009669557636077802,kegg,False
K14742,0.0013947498084287725,0.0001162291507023977,1.0,0.0009667668972989275,kegg,False
K23241,0.001394008117044425,0.00011616734308703541,1.0,0.0009662527960070213,kegg,False
K09799,0.0013924926246709564,0.00011604105205591303,1.0,0.0009652023367411915,kegg,False
K01749,0.0013911994280112355,0.00011593328566760295,1.0,0.0009643059611225965,kegg,False
K06157,0.0013911799039555248,0.0001159316586629604,1.0,0.0009642924280784275,kegg,False
K11605,0.0013853934674130212,0.00011544945561775176,1.0,0.0009602815759035021,kegg,False
K03554,0.0013808163094873767,0.00011506802579061472,1.0,0.000957108931792364,kegg,False
K04653,0.0013771773192955417,0.0001147647766079618,1.0,0.0009545865760008082,kegg,False
K07674,0.0013752245231224958,0.00011460204359354132,1.0,0.0009532330008392533,kegg,False
K04781,0.0013737101856923029,0.0001144758488076919,1.0,0.0009521833421190987,kegg,False
K00347,0.0013715555395019095,0.00011429629495849246,1.0,0.0009506898551871233,kegg,False
K08300,0.0013711473492180966,0.00011426227910150804,1.0,0.0009504069192427663,kegg,False
K03229,0.001370420086066452,0.000114201673838871,1.0,0.0009499028188396788,kegg,False
K04755,0.0013670684704831764,0.00011392237254026471,1.0,0.0009475796559478105,kegg,False
K11211,0.0013629172270732263,0.00011357643558943552,1.0,0.0009447022332823856,kegg,False
K20114,0.001360243528984233,0.00011335362741535276,1.0,0.0009428489669903314,kegg,False
K03577,0.0013591371427521591,0.00011326142856267993,1.0,0.000942082078492959,kegg,False
K02503,0.0013576367448556409,0.00011313639540463674,1.0,0.0009410420819212693,kegg,False
K15830,0.0013572209172493994,0.00011310174310411661,1.0,0.000940753852188404,kegg,False
K02452,0.0013520060269213892,0.00011266716891011576,1.0,0.0009371391656606144,kegg,False
K00163,0.0013502226198869086,0.00011251855165724238,1.0,0.0009359030021028734,kegg,False
K03269,0.001349962969193692,0.00011249691409947434,1.0,0.0009357230259569399,kegg,False
K19052,0.0013495542737655556,0.00011246285614712963,1.0,0.0009354397398732194,kegg,False
K00856,0.0013491231445956374,0.00011242692871630312,1.0,0.0009351409039046334,kegg,False
K08357,0.001342756844929219,0.00011189640374410157,1.0,0.0009307281212402557,kegg,False
K07516,0.001339849349150573,0.00011165411242921442,1.0,0.0009287127987387974,kegg,False
K02527,0.0013395028229440092,0.00011162523524533409,1.0,0.0009284726050757275,kegg,False
K01619,0.0013385564802029645,0.00011154637335024705,1.0,0.0009278166502729291,kegg,False
K03199,0.0013344871873914388,0.00011120726561595323,1.0,0.0009249960314337472,kegg,False
K11911,0.001328356357590032,0.00011069636313250266,1.0,0.0009207464640424092,kegg,False
K00137,0.0013272787556856563,0.00011060656297380469,1.0,0.0009199995273206251,kegg,False
K03275,0.0013206047294293838,0.00011005039411911532,1.0,0.0009153734448381068,kegg,False
K13636,0.0013148412618588078,0.00010957010515490065,1.0,0.0009113785135413133,kegg,False
K16325,0.0013104215954919357,0.00010920179962432797,1.0,0.0009083150342601003,kegg,False
K16011,0.0013031413628409759,0.00010859511357008132,1.0,0.0009032687615242671,kegg,False
K01960,0.0013012121573981311,0.00010843434644984426,1.0,0.0009019315382108383,kegg,False
K22597,0.0012969452995764113,0.00010807877496470094,1.0,0.0008989739777418631,kegg,False
K13926,0.001293099814980946,0.00010775831791507883,1.0,0.0008963084909366296,kegg,False
K00568,0.0012924838053821992,0.00010770698378184993,1.0,0.0008958815056200604,kegg,False
K02057,0.0012903915881228405,0.00010753263234357004,1.0,0.000894431291125617,kegg,False
K22604,0.001282929455678173,0.0001069107879731811,1.0,0.000889258935060631,kegg,False
K04654,0.0012826646459256712,0.00010688872049380593,1.0,0.0008890753829272995,kegg,False
K07771,0.0012817318201449868,0.00010681098501208224,1.0,0.0008884287973674645,kegg,False
K03670,0.00128150606539862,0.00010679217211655167,1.0,0.0008882723161015224,kegg,False
K12371,0.0012738708895745315,0.0001061559074645443,1.0,0.000882980015505976,kegg,False
K22105,0.0012694508038819377,0.00010578756699016147,1.0,0.0008799162455703211,kegg,False
K08172,0.001269386828743738,0.00010578223572864484,1.0,0.0008798719013836521,kegg,False
K03893,0.0012665073969789164,0.00010554228308157637,1.0,0.0008778760313742513,kegg,False
K07675,0.0012627603181959747,0.00010523002651633123,1.0,0.0008752787542805193,kegg,False
K13581,0.001249407482574321,0.00010411729021452675,1.0,0.0008660232739168895,kegg,False
K14054,0.0012491336562276902,0.00010409447135230751,1.0,0.0008658334719567594,kegg,False
K05527,0.0012406439858255636,0.00010338699881879696,1.0,0.0008599488808536421,kegg,False
K10906,0.0012333504996058725,0.00010277920830048938,1.0,0.0008548934214440105,kegg,False
K11717,0.0012299585508407074,0.00010249654590339229,1.0,0.0008525423017208324,kegg,False
K11936,0.0012278694098638793,0.00010232245082198994,1.0,0.0008510942195429518,kegg,False
K13631,0.0012277655137920408,0.00010231379281600341,1.0,0.0008510222042736857,kegg,False
K02690,0.0012264087826105324,0.00010220073188421104,1.0,0.0008500817898804454,kegg,False
K10831,0.0012184341565068192,0.00010153617970890161,1.0,0.0008445542002806369,kegg,False
K15723,0.0012112358555140315,0.00010093632129283596,1.0,0.0008395647182426642,kegg,False
K00029,0.0012110758524814561,0.00010092298770678802,1.0,0.0008394538125917535,kegg,False
K03462,0.0012072379347233505,0.00010060316122694587,1.0,0.0008367935707185017,kegg,False
K11392,0.0012069253131973365,0.00010057710943311137,1.0,0.0008365768779891627,kegg,False
K07320,0.0012054045454527118,0.00010045037878772599,1.0,0.0008355227621146896,kegg,False
K09882,0.0011925646102927034,9.938038419105862e-05,1.0,0.0008266227972599573,kegg,False
K01138,0.0011905623954129585,9.921353295107987e-05,1.0,0.000825234967661187,kegg,False
K02671,0.0011796079133005273,9.83006594417106e-05,1.0,0.0008176418992704609,kegg,False
K05844,0.0011725613167956324,9.77134430663027e-05,1.0,0.0008127575707705494,kegg,False
K20143,0.0011393540898809818,9.494617415674848e-05,1.0,0.000789740075060445,kegg,False
K02570,0.0011320804628799236,9.434003857332697e-05,1.0,0.0007846983810122168,kegg,False
K03923,0.0011308583013497596,9.423819177914663e-05,1.0,0.0007838512431933948,kegg,False
K07796,0.0011271398183166908,9.392831819305757e-05,1.0,0.0007812737871630632,kegg,False
K02303,0.0011258604813774865,9.382170678145721e-05,1.0,0.0007803870183706675,kegg,False
K02624,0.001111037978916806,9.258649824306716e-05,1.0,0.000770112842581204,kegg,False
K02429,0.0011108673452454854,9.257227877045711e-05,1.0,0.0007699945683330195,kegg,False
K00769,0.0011106539634039144,9.255449695032621e-05,1.0,0.0007698466633111519,kegg,False
K02572,0.0011094547030769263,9.245455858974386e-05,1.0,0.0007690153993967427,kegg,False
K03533,0.0011081424419566517,9.234520349638764e-05,1.0,0.000768105809301066,kegg,False
K00813,0.0011062621904665325,9.218851587221104e-05,1.0,0.0007668025182819462,kegg,False
K02704,0.0010940843797901715,9.117369831584763e-05,1.0,0.0007583615031462337,kegg,False
K11937,0.0010900215219965999,9.083512683304998e-05,1.0,0.0007555453447216035,kegg,False
K23258,0.001089407495439643,9.078395795330358e-05,1.0,0.00075511973394486,kegg,False
K12262,0.001088550262042356,9.071252183686301e-05,1.0,0.0007545255450324488,kegg,False
K13641,0.0010825992288734357,9.021660240611963e-05,1.0,0.0007504006031699928,kegg,False
K11960,0.0010760544577235497,8.967120481029581e-05,1.0,0.0007458641135000393,kegg,False
K07184,0.0010727755383136332,8.939796152613611e-05,1.0,0.0007435913397557724,kegg,False
K07274,0.0010680179001008724,8.90014916750727e-05,1.0,0.000740293596242473,kegg,False
K00892,0.0010643593543913188,8.869661286594324e-05,1.0,0.0007377576855989462,kegg,False
K03782,0.0010607462352547072,8.839551960455893e-05,1.0,0.0007352532622563767,kegg,False
K13243,0.0010560077674594958,8.800064728829131e-05,1.0,0.0007319688066639518,kegg,False
K07400,0.0010554619072764167,8.795515893970139e-05,1.0,0.0007315904452170706,kegg,False
K00376,0.0010532378178027958,8.776981815023298e-05,1.0,0.0007300488238691173,kegg,False
K21085,0.001051686290428061,8.764052420233842e-05,1.0,0.0007289733870437582,kegg,False
K02705,0.0010497358533207708,8.74779877767309e-05,1.0,0.0007276214470619806,kegg,False
K14475,0.0010445846775071414,8.704872312559511e-05,1.0,0.0007240509240701948,kegg,False
K02496,0.0010433584860016685,8.694654050013903e-05,1.0,0.0007232009928853497,kegg,False
K09158,0.0010375471283145833,8.646226069288194e-05,1.0,0.0007191728666893212,kegg,False
K04338,0.0010184041329787184,8.486701108155986e-05,1.0,0.0007059039534447943,kegg,False
K11382,0.001014167369793605,8.451394748280042e-05,1.0,0.0007029672529883327,kegg,False
K23509,0.0010112562498376153,8.427135415313461e-05,1.0,0.0007009494183985666,kegg,False
K00354,0.0010076106598933602,8.396755499111335e-05,1.0,0.0006984224880072286,kegg,False
K09927,0.0010071959679330818,8.393299732775682e-05,1.0,0.0006981350454441607,kegg,False
K06436,0.0009779247634396785,8.149373028663988e-05,1.0,0.0006778457925779646,kegg,False
K02317,0.0009320763392105399,7.767302826754499e-05,1.0,0.0006460660865904209,kegg,False
K20530,0.0009282041418969009,7.735034515807508e-05,1.0,0.0006433820839399002,kegg,False
K15828,0.0009247040825397031,7.705867354497525e-05,1.0,0.0006409560276646662,kegg,False
K00216,0.0009107926188641192,7.589938490534327e-05,1.0,0.000631313335840473,kegg,False
K05839,0.0008995563895237493,7.496303246031244e-05,1.0,0.0006235249751530708,kegg,False
K08365,0.0008940552403061936,7.450460335884947e-05,1.0,0.0006197118690830824,kegg,False
K12943,0.0008672115511868812,7.226762926557344e-05,1.0,0.0006011052416542034,kegg,False
K19229,0.0008266028110299953,6.888356758583295e-05,1.0,0.0005729574079083665,kegg,False
K21086,0.0008051250789955625,6.709375658296355e-05,1.0,0.0005580701785038774,kegg,False
K07232,0.0007325349971731476,6.10445830977623e-05,1.0,0.0005077545679520548,kegg,False
K05714,0.000721855440340724,6.015462002839367e-05,1.0,0.0005003520632440307,kegg,False
K19336,0.0007108494304530682,5.9237452537755684e-05,1.0,0.0004927232785211872,kegg,False
K03815,0.0006828986934234535,5.690822445195446e-05,1.0,0.00047334930395453724,kegg,False
K13677,0.0023208246019643,0.00019340205016369166,0.0,0.0,kegg,False
K03294,0.0022554434896838,0.00018795362414031664,0.0,0.0,kegg,False
K19231,0.0022428137273447233,0.00018690114394539361,0.0,0.0,kegg,False
K11263,0.002171135360703537,0.00018092794672529476,0.0,0.0,kegg,False
K00196,0.002148845266325822,0.00017907043886048518,0.0,0.0,kegg,False
K01713,0.0021104732656175005,0.00017587277213479172,0.0,0.0,kegg,False
K10004,0.002092215692792811,0.00017435130773273426,0.0,0.0,kegg,False
K00574,0.002069917329163185,0.00017249311076359875,0.0,0.0,kegg,False
K03046,0.0020590383463417374,0.00017158652886181146,0.0,0.0,kegg,False
K09251,0.002051986902180006,0.0001709989085150005,0.0,0.0,kegg,False
K03335,0.0020474483633975,0.00017062069694979165,0.0,0.0,kegg,False
K02122,0.002044186258768393,0.00017034885489736608,0.0,0.0,kegg,False
K06400,0.002012998742388075,0.00016774989519900623,0.0,0.0,kegg,False
K22339,0.0020128916313357998,0.0001677409692779833,0.0,0.0,kegg,False
K04744,0.002010758515741884,0.00016756320964515702,0.0,0.0,kegg,False
K16868,0.0020058361219477305,0.00016715301016231087,0.0,0.0,kegg,False
K03426,0.001994084263038343,0.00016617368858652857,0.0,0.0,kegg,False
K09800,0.0019715605835563003,0.00016429671529635836,0.0,0.0,kegg,False
K00786,0.0019520032114210494,0.00016266693428508745,0.0,0.0,kegg,False
K02835,0.0019439075260310392,0.00016199229383591994,0.0,0.0,kegg,False
K03620,0.0019425663394849,0.00016188052829040834,0.0,0.0,kegg,False
K02385,0.0019324213194603001,0.000161035109955025,0.0,0.0,kegg,False
K09903,0.001925641607454173,0.0001604701339545144,0.0,0.0,kegg,False
K14274,0.001910926207830269,0.0001592438506525224,0.0,0.0,kegg,False
K02626,0.0018948998930611177,0.0001579083244217598,0.0,0.0,kegg,False
K00684,0.0018895856842291749,0.00015746547368576457,0.0,0.0,kegg,False
K09013,0.0018843491545124564,0.00015702909620937138,0.0,0.0,kegg,False
K08641,0.0018840613296903107,0.00015700511080752588,0.0,0.0,kegg,False
K00231,0.0018767811130753053,0.00015639842608960878,0.0,0.0,kegg,False
K01267,0.0018764597429067743,0.00015637164524223118,0.0,0.0,kegg,False
K02227,0.0018759850930965554,0.0001563320910913796,0.0,0.0,kegg,False
K01209,0.0018758387994441499,0.00015631989995367916,0.0,0.0,kegg,False
K07146,0.001855721229697568,0.00015464343580813068,0.0,0.0,kegg,False
K02982,0.0018556488725844117,0.000154637406048701,0.0,0.0,kegg,False
K17675,0.001850958924860549,0.0001542465770717124,0.0,0.0,kegg,False
K01684,0.0018500674743298137,0.00015417228952748448,0.0,0.0,kegg,False
K01215,0.0018481747298234417,0.00015401456081862015,0.0,0.0,kegg,False
K02123,0.0018442772665581795,0.00015368977221318162,0.0,0.0,kegg,False
K05845,0.0018428471779434728,0.00015357059816195606,0.0,0.0,kegg,False
K03303,0.001842312437173914,0.00015352603643115951,0.0,0.0,kegg,False
K13527,0.0018381166589164523,0.0001531763882430377,0.0,0.0,kegg,False
K07052,0.0018359095561340394,0.00015299246301116995,0.0,0.0,kegg,False
K00282,0.00183582123749346,0.000152985103124455,0.0,0.0,kegg,False
K02046,0.0018343028612003002,0.00015285857176669168,0.0,0.0,kegg,False
K03326,0.0018338430858031104,0.0001528202571502592,0.0,0.0,kegg,False
K01627,0.001832334905205806,0.00015269457543381717,0.0,0.0,kegg,False
