score,feature
score_3,"androstenediol (3beta,17beta) disulfate (2)"
score_3,X-16576
score_3,3-(4-hydroxyphenyl)lactate
score_3,dimethylarginine (SDMA + ADMA)
score_3,isobutyrylcarnitine (C4)
score_3,cerotoylcarnitine (C26)*
score_3,"cys-gly, oxidized"
score_3,X-11381
score_3,5-methyluridine (ribothymidine)
score_3,glutarate (C5-DC)
score_3,lignoceroylcarnitine (C24)*
score_3,stearoyl sphingomyelin (d18:1/18:0)
score_3,argininate*
score_3,hypotaurine
score_3,ximenoylcarnitine (C26:1)*
score_3,alpha-ketoglutaramate*
score_3,guanidinoacetate
score_3,adenosine 5'-monophosphate (AMP)
score_3,glycerophosphorylcholine (GPC)
score_3,tetradecadienedioate (C14:2-DC)*
score_3,1-palmitoyl-2-stearoyl-GPC (16:0/18:0)
score_3,1-palmitoleoyl-GPC (16:1)*
score_3,isovalerylcarnitine (C5)
score_3,X-15461
score_3,5-oxoproline
score_3,1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*
score_3,2-hydroxyoctanoate
score_3,X-24947
score_3,pregnenediol disulfate (C21H34O8S2)*
score_3,N-acetyltryptophan
score_3,X-15486
score_3,ornithine
score_3,3-formylindole
score_3,stearoylcarnitine (C18)
score_3,2'-deoxyuridine
score_3,X-12101
score_3,nicotinamide
score_3,X-24475
score_3,1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)*
score_3,X-21383
score_3,eicosapentaenoate (EPA; 20:5n3)
score_3,N-methylproline
score_3,nervonoylcarnitine (C24:1)*
score_3,X-21286
score_3,N-acetylmethionine
score_3,2-hydroxynervonate*
score_3,sphingosine 1-phosphate
score_3,1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2)*
score_3,caprylate (8:0)
score_3,malate
score_3,dimethylglycine
score_3,3-methylglutarylcarnitine (2)
score_3,EDTA
score_3,sphinganine-1-phosphate
score_3,oxalate (ethanedioate)
score_3,"N2,N2-dimethylguanosine"
score_3,alpha-hydroxyisovalerate
score_3,heptenedioate (C7:1-DC)*
score_3,"5,6-dihydrothymine"
score_3,N-acetylalanine
score_3,tryptophan
score_3,glutarylcarnitine (C5-DC)
score_3,X-11483
score_3,histidine
score_3,gamma-glutamylmethionine
score_3,oleamide
score_3,stearidonate (18:4n3)
score_3,N-acetylasparagine
score_3,pyridoxal
score_3,sebacate (C10-DC)
score_3,asparagine
score_3,laurate (12:0)
score_3,docosapentaenoate (n3 DPA; 22:5n3)
score_3,1-oleoylglycerol (18:1)
score_3,deoxycholic acid glucuronide
score_3,glutamine
score_3,X-21796
score_3,sphingosine
score_3,isoleucine
score_3,linolenate [alpha or gamma; (18:3n3 or 6)]
score_3,5-hydroxylysine
score_3,X-25519
score_3,X-25172
score_3,stearate (18:0)
score_3,lignoceroyl sphingomyelin (d18:1/24:0)
score_3,glucose
score_3,dodecadienoate (12:2)*
score_3,"2,3-dihydroxyisovalerate"
score_3,gamma-glutamylisoleucine*
score_3,1-stearoyl-2-oleoyl-GPI (18:0/18:1)*
score_3,1-ribosyl-imidazoleacetate*
score_3,"bilirubin (Z,Z)"
score_3,indoleacetate
score_3,etiocholanolone glucuronide
score_3,pregnenolone sulfate
score_3,glutamine_degradant*
score_3,2-hydroxyhippurate (salicylurate)
score_3,pentose acid*
score_3,X-12844
score_3,X-21470
score_3,X-11299
score_3,4-acetamidobutanoate
score_3,1-methyl-5-imidazoleacetate
score_3,pregnenetriol sulfate*
score_3,3-methylhistidine
score_3,acetylcarnitine (C2)
score_3,betaine
score_3,X-19141
score_3,N-stearoyl-sphinganine (d18:0/18:0)*
score_3,glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)
score_3,"sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*"
score_3,retinol (vitamin A)
score_3,creatinine
score_3,X-24949
score_3,X-21736
score_3,glycolithocholate sulfate*
score_3,1-myristoyl-2-palmitoyl-GPC (14:0/16:0)
score_3,piperine
score_3,1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*
score_3,2-keto-3-deoxy-gluconate
score_3,1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*
score_3,X-23782
score_3,X-12411
score_3,epiandrosterone sulfate
score_3,7-methylxanthine
score_3,3-ureidopropionate
score_3,beta-citrylglutamate
score_3,cortisone
score_3,X-24328
score_3,X-25520
score_3,X-15503
score_3,1-methyl-4-imidazoleacetate
score_3,X-12822
score_3,1-linoleoylglycerol (18:2)
score_3,7-methylguanine
score_3,taurochenodeoxycholate
score_3,andro steroid monosulfate C19H28O6S (1)*
score_3,2-hydroxybehenate
score_3,phenol sulfate
score_3,cis-4-decenoate (10:1n6)*
score_3,2-methylserine
score_3,X-12849
score_3,"androstenediol (3alpha, 17alpha) monosulfate (3)"
score_3,2-palmitoleoyl-GPC (16:1)*
score_3,X-21607
score_3,N-palmitoylglycine
score_3,X-21471
score_3,octadecanedioylcarnitine (C18-DC)*
score_3,spermidine
score_3,phenylalanine
score_3,stachydrine
score_3,"ceramide (d18:1/17:0, d17:1/18:0)*"
score_3,X-24544
score_3,gamma-glutamylglutamine
score_3,"N,N,N-trimethyl-alanylproline betaine (TMAP)"
score_3,myristate (14:0)
score_3,erythritol
score_3,X-12462
score_3,citrate
score_3,cysteine s-sulfate
score_3,X-25271
score_3,docosahexaenoate (DHA; 22:6n3)
score_3,mannonate*
score_3,margarate (17:0)
score_3,citraconate/glutaconate
score_3,13-HODE + 9-HODE
score_3,3-hydroxymyristate
score_3,1-(1-enyl-stearoyl)-GPE (P-18:0)*
score_3,phenylpyruvate
score_3,3-hydroxypyridine sulfate
score_3,X-23636
score_3,N-acetylaspartate (NAA)
score_3,oleate/vaccenate (18:1)
score_3,X-11470
score_3,palmitoyl ethanolamide
score_3,"3,4-dihydroxybutyrate"
score_3,pregnanediol-3-glucuronide
score_3,glutamate
score_3,pentadecanoate (15:0)
score_3,oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*
score_3,2-oxoarginine*
score_3,linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*
score_3,"9,10-DiHOME"
score_3,linoleate (18:2n6)
score_3,arachidonate (20:4n6)
score_3,biliverdin
score_3,3-hydroxybutyrate (BHBA)
score_3,sphinganine
score_3,myo-inositol
score_3,orotate
score_3,lactate
score_3,trans-urocanate
score_3,alanine
score_3,pyruvate
score_3,trans-4-hydroxyproline
score_3,erucate (22:1n9)
score_3,butyrate/isobutyrate (4:0)
score_3,dihomo-linoleate (20:2n6)
score_3,gamma-glutamylhistidine
score_3,choline
score_3,gamma-glutamylleucine
score_3,N-stearoyl-sphingosine (d18:1/18:0)*
score_3,benzoate
score_3,3-phenylpropionate (hydrocinnamate)
score_3,glycerol 3-phosphate
score_3,kynurenine
score_3,isovalerate (i5:0)
score_3,hexanoylcarnitine (C6)
score_3,iminodiacetate (IDA)
score_3,3-hydroxy-2-ethylpropionate
score_3,docosadienoate (22:2n6)
score_3,N-acetylphenylalanine
score_3,N-acetylthreonine
score_3,erythronate*
score_3,eicosenoate (20:1)
score_3,laurylcarnitine (C12)
score_3,phenylacetylglutamine
score_3,"5,6-dihydrouridine"
score_3,isovalerylglycine
score_3,N1-methyl-4-pyridone-3-carboxamide
score_3,2-hydroxy-3-methylvalerate
score_3,1-arachidonoyl-GPC (20:4n6)*
score_3,1-linoleoyl-GPE (18:2)*
score_3,docosapentaenoate (n6 DPA; 22:5n6)
score_3,isobutyrylglycine
score_3,tetradecanedioate (C14-DC)
score_3,1-arachidonoyl-GPI (20:4)*
score_3,dihomo-linolenate (20:3n3 or n6)
score_3,glycocholenate sulfate*
score_3,taurocholenate sulfate*
score_3,"5alpha-pregnan-3beta,20alpha-diol monosulfate (2)"
score_3,pregnenediol sulfate (C21H34O5S)*
score_3,2-hydroxyglutarate
score_3,gamma-CEHC
score_3,"sphingomyelin (d18:1/18:1, d18:2/18:0)"
score_3,cinnamoylglycine
score_3,(16 or 17)-methylstearate (a19:0 or i19:0)
score_3,fucitol
score_3,5-(galactosylhydroxy)-lysine
score_3,cysteinylglycine disulfide*
score_3,formiminoglutamate
score_3,hydantoin-5-propionate
score_3,sulfate*
score_3,S-methylcysteine sulfoxide
score_3,1-(1-enyl-palmitoyl)-GPE (P-16:0)*
score_3,linoleoylcarnitine (C18:2)*
score_3,trimethylamine N-oxide
score_3,N-acetylcarnosine
score_3,2-aminooctanoate
score_3,6-oxopiperidine-2-carboxylate
score_3,methionine sulfone
score_3,1-(1-enyl-oleoyl)-GPE (P-18:1)*
score_3,fructosyllysine
score_3,N-acetyltaurine
score_3,6-hydroxyindole sulfate
score_3,"sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*"
score_3,"sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*"
score_3,"sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*"
score_3,C-glycosyltryptophan
score_3,arabitol/xylitol
score_3,adipoylcarnitine (C6-DC)
score_3,glycochenodeoxycholate 3-sulfate
score_3,1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1)
score_3,"sphingomyelin (d18:2/24:1, d18:1/24:2)*"
score_3,1-stearoyl-2-linoleoyl-GPI (18:0/18:2)
score_3,1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*
score_3,myristoyl dihydrosphingomyelin (d18:0/14:0)*
score_3,1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*
score_3,1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*
score_3,thioproline
score_3,palmitoylcholine
score_3,perfluorooctanesulfonate (PFOS)
score_3,"glycosyl ceramide (d18:2/24:1, d18:1/24:2)*"
score_3,sphingomyelin (d18:2/24:2)*
score_3,sphingomyelin (d18:2/23:1)*
score_3,"sphingomyelin (d17:2/16:0, d18:2/15:0)*"
score_3,"N,N,N-trimethyl-5-aminovalerate"
score_3,carotene diol (2)
score_3,cortolone glucuronide (1)
score_3,(N(1) + N(8))-acetylspermidine
score_3,lyxonate
score_3,octadecadienedioate (C18:2-DC)*
score_3,"sphingomyelin (d17:1/14:0, d16:1/15:0)*"
score_3,tetradecadienoate (14:2)*
score_3,ethyl beta-glucopyranoside
score_3,N-acetyl-isoputreanine
score_3,"N2-acetyl,N6,N6-dimethyllysine"
score_3,hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))**
score_3,"3,5-dichloro-2,6-dihydroxybenzoic acid"
score_3,"branched-chain, straight-chain, or cyclopropyl 12:1 fatty acid*"
score_3,X-11308
score_3,X-11372
score_3,X-11378
score_3,X-12026
score_3,X-12680
score_3,X-12798
score_3,X-14939
score_3,X-16935
score_3,X-17357
score_3,X-17676
score_3,X-21319
score_3,X-23593
score_3,X-24309
score_3,X-24588
score_3,X-24951
score_3,X-25957
score_4,vanillylmandelate (VMA)
score_4,X-11795
score_4,1-stearoyl-2-arachidonoyl-GPC (18:0/20:4)
score_4,homostachydrine*
score_4,imidazole lactate
score_4,N4-acetylcytidine
score_4,glycodeoxycholate 3-sulfate
score_4,glycochenodeoxycholate glucuronide (1)
score_4,mannitol/sorbitol
score_4,catechol sulfate
score_4,2-aminoheptanoate
score_4,10-undecenoate (11:1n1)
score_4,cytidine
score_4,N-palmitoyl-sphingadienine (d18:2/16:0)*
score_4,androsterone glucuronide
score_4,tryptophan betaine
score_4,N-palmitoyl-sphingosine (d18:1/16:0)
score_4,salicylate
score_4,pseudouridine
score_4,1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6)
score_4,glucuronate
score_4,palmitoyl dihydrosphingomyelin (d18:0/16:0)*
score_4,tyrosine
score_4,deoxycarnitine
score_4,ascorbic acid 2-sulfate
score_4,3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)**
score_4,hippurate
score_4,maleate
score_4,1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6)
score_4,3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)
score_4,pantothenate
score_4,1-linolenoyl-GPC (18:3)*
score_4,guaiacol sulfate
score_4,cholesterol
score_4,ribonate
score_4,X-25810
score_4,2-ketocaprylate
score_4,oleoyl-linoleoyl-glycerol (18:1/18:2) [1]
score_4,N-palmitoyl-heptadecasphingosine (d17:1/16:0)*
score_4,6-bromotryptophan
score_4,alpha-tocopherol
score_4,"glycosyl ceramide (d18:1/20:0, d16:1/22:0)*"
score_4,N-acetyl-aspartyl-glutamate (NAAG)
score_4,beta-hydroxyisovalerate
score_4,X-13553
score_4,undecenoylcarnitine (C11:1)
score_4,arachidonoylcarnitine (C20:4)
score_4,4-ethylphenylsulfate
score_4,1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)
score_4,1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*
score_4,behenoyl sphingomyelin (d18:1/22:0)*
score_4,X-18913
score_4,thyroxine
score_4,X-21339
score_4,1-palmitoyl-2-oleoyl-GPE (16:0/18:1)
score_4,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*
score_4,4-allylphenol sulfate
score_4,theophylline
score_4,1-stearoyl-2-oleoyl-GPS (18:0/18:1)
score_4,4-guanidinobutanoate
score_4,hexadecadienoate (16:2n6)
score_4,indolepropionate
score_4,"branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)*"
score_4,X-11787
score_4,N-acetylglucosamine/N-acetylgalactosamine
score_4,"sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)"
score_4,taurolithocholate 3-sulfate
score_4,choline phosphate
score_4,decadienedioic acid (C10:2-DC)**
score_4,dihydroorotate
score_4,N-acetylputrescine
score_4,dihomo-linolenoylcarnitine (C20:3n3 or 6)*
score_4,cystine
score_4,phytanate
score_4,"sphingomyelin (d18:1/20:0, d16:1/22:0)*"
score_4,3-hydroxydecanoylcarnitine
score_4,4-hydroxyhippurate
score_4,"sphingomyelin (d18:1/24:1, d18:2/24:0)*"
score_4,linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*
score_4,carnitine
score_4,dodecenedioate (C12:1-DC)*
score_4,glutamine conjugate of C6H10O2 (2)*
score_4,4-vinylphenol sulfate
score_4,methylsuccinate
score_4,2-hydroxydecanoate
score_4,"hydroxy-N6,N6,N6-trimethyllysine*"
score_4,glutamine conjugate of C6H10O2 (1)*
score_4,1-stearoyl-2-oleoyl-GPC (18:0/18:1)
score_4,gamma-tocopherol/beta-tocopherol
score_4,uridine
score_4,phosphoethanolamine
score_4,N-delta-acetylornithine
score_4,"N,N-dimethylalanine"
score_4,pyridoxate
score_4,tridecenedioate (C13:1-DC)*
score_4,X-25420
score_4,X-13728
score_4,"bilirubin (E,E)*"
score_4,S-methylcysteine
score_4,gulonate*
score_4,3-methoxytyrosine
score_4,X-18921
score_4,1-palmitoyl-2-oleoyl-GPC (16:0/18:1)
score_4,indolelactate
score_4,linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*
score_4,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*
score_4,ascorbic acid 3-sulfate*
score_4,X-23644
score_4,N-acetylserine
score_4,X-24556
score_4,orotidine
score_4,lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)
score_4,succinoyltaurine
score_4,N-palmitoyl-sphinganine (d18:0/16:0)
score_4,succinate
score_4,octadecenedioylcarnitine (C18:1-DC)*
score_4,X-17010
score_4,ethylmalonate
score_4,2-aminophenol sulfate
score_4,isoursodeoxycholate
score_4,X-25422
score_4,"2,6-dihydroxybenzoic acid"
score_4,glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*
score_4,"bilirubin (E,Z or Z,E)*"
score_4,gluconate
score_4,xanthine
score_4,carotene diol (1)
score_4,butyrylcarnitine (C4)
score_4,N-acetylarginine
score_4,caprate (10:0)
score_4,N-acetylhistidine
score_4,sarcosine
score_4,"sphingomyelin (d18:1/20:1, d18:2/20:0)*"
score_4,hyocholate
score_4,lithocholate sulfate (1)
score_4,1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)
score_4,N-oleoylserine
score_4,citrulline
score_4,X-23739
score_4,O-sulfo-tyrosine
score_4,N-methylpipecolate
score_4,3-hydroxybutyroylglycine**
score_4,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*
score_4,dihomo-linoleoylcarnitine (C20:2)*
score_4,allantoin
score_4,cholate
score_4,N-acetyl-beta-alanine
score_4,3-methylglutaconate
score_4,X-21353
score_4,urea
score_4,4-hydroxychlorothalonil
score_4,X-24801
score_4,3-hydroxyoctanoate
score_4,methionine sulfoxide
score_4,3-hydroxydecanoate
score_4,X-11478
score_4,docosadioate (C22-DC)
score_4,margaroylcarnitine (C17)*
score_4,glutamine conjugate of C7H12O2*
score_4,X-14056
score_4,X-11444
score_4,1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*
score_4,linolenoylcarnitine (C18:3)*
score_4,X-24748
score_4,pipecolate
score_4,9-hydroxystearate
score_4,behenoylcarnitine (C22)*
score_4,3-hydroxyhippurate
score_4,"androstenediol (3beta,17beta) disulfate (2)"
score_4,X-16576
score_4,3-(4-hydroxyphenyl)lactate
score_4,dimethylarginine (SDMA + ADMA)
score_4,isobutyrylcarnitine (C4)
score_4,cerotoylcarnitine (C26)*
score_4,"cys-gly, oxidized"
score_4,X-11381
score_4,5-methyluridine (ribothymidine)
score_4,glutarate (C5-DC)
score_4,lignoceroylcarnitine (C24)*
score_4,stearoyl sphingomyelin (d18:1/18:0)
score_4,argininate*
score_4,hypotaurine
score_4,ximenoylcarnitine (C26:1)*
score_4,alpha-ketoglutaramate*
score_4,guanidinoacetate
score_4,adenosine 5'-monophosphate (AMP)
score_4,glycerophosphorylcholine (GPC)
score_4,tetradecadienedioate (C14:2-DC)*
score_4,1-palmitoyl-2-stearoyl-GPC (16:0/18:0)
score_4,1-palmitoleoyl-GPC (16:1)*
score_4,isovalerylcarnitine (C5)
score_4,X-15461
score_4,5-oxoproline
score_4,1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*
score_4,2-hydroxyoctanoate
score_4,X-24947
score_4,pregnenediol disulfate (C21H34O8S2)*
score_4,N-acetyltryptophan
score_4,X-15486
score_4,ornithine
score_4,3-formylindole
score_4,stearoylcarnitine (C18)
score_4,2'-deoxyuridine
score_4,X-12101
score_4,nicotinamide
score_4,X-24475
score_4,1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)*
score_4,X-21383
score_4,eicosapentaenoate (EPA; 20:5n3)
score_4,N-methylproline
score_4,nervonoylcarnitine (C24:1)*
score_4,X-21286
score_4,N-acetylmethionine
score_4,2-hydroxynervonate*
score_4,sphingosine 1-phosphate
score_4,1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2)*
score_4,caprylate (8:0)
score_4,malate
score_4,dimethylglycine
score_4,3-methylglutarylcarnitine (2)
score_4,EDTA
score_4,sphinganine-1-phosphate
score_4,oxalate (ethanedioate)
score_4,"N2,N2-dimethylguanosine"
score_4,alpha-hydroxyisovalerate
score_4,heptenedioate (C7:1-DC)*
score_4,"5,6-dihydrothymine"
score_4,N-acetylalanine
score_4,tryptophan
score_4,glutarylcarnitine (C5-DC)
score_4,X-11483
score_4,histidine
score_4,gamma-glutamylmethionine
score_4,oleamide
score_4,stearidonate (18:4n3)
score_4,N-acetylasparagine
score_4,pyridoxal
score_4,sebacate (C10-DC)
score_4,asparagine
score_4,laurate (12:0)
score_4,docosapentaenoate (n3 DPA; 22:5n3)
score_4,1-oleoylglycerol (18:1)
score_4,deoxycholic acid glucuronide
score_4,glutamine
score_4,X-21796
score_4,sphingosine
score_4,isoleucine
score_4,linolenate [alpha or gamma; (18:3n3 or 6)]
score_4,5-hydroxylysine
score_4,X-25519
score_4,X-25172
score_4,stearate (18:0)
score_4,lignoceroyl sphingomyelin (d18:1/24:0)
score_4,glucose
score_4,dodecadienoate (12:2)*
score_4,"2,3-dihydroxyisovalerate"
score_4,gamma-glutamylisoleucine*
score_4,1-stearoyl-2-oleoyl-GPI (18:0/18:1)*
score_4,1-ribosyl-imidazoleacetate*
score_4,"bilirubin (Z,Z)"
score_4,indoleacetate
score_4,etiocholanolone glucuronide
score_4,pregnenolone sulfate
score_4,glutamine_degradant*
score_4,2-hydroxyhippurate (salicylurate)
score_4,pentose acid*
score_4,X-12844
score_4,X-21470
score_4,X-11299
score_4,4-acetamidobutanoate
score_4,1-methyl-5-imidazoleacetate
score_4,pregnenetriol sulfate*
score_4,3-methylhistidine
score_4,acetylcarnitine (C2)
score_4,betaine
score_4,X-19141
score_4,N-stearoyl-sphinganine (d18:0/18:0)*
score_4,glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)
score_4,"sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*"
score_4,retinol (vitamin A)
score_4,creatinine
score_4,X-24949
score_4,X-21736
score_4,glycolithocholate sulfate*
score_4,1-myristoyl-2-palmitoyl-GPC (14:0/16:0)
score_4,piperine
score_4,1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*
score_4,2-keto-3-deoxy-gluconate
score_4,1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*
score_4,X-23782
score_4,X-12411
score_4,epiandrosterone sulfate
score_4,7-methylxanthine
score_4,3-ureidopropionate
score_4,beta-citrylglutamate
score_4,cortisone
score_4,X-24328
score_4,X-25520
score_4,X-15503
score_4,1-methyl-4-imidazoleacetate
score_4,X-12822
score_4,1-linoleoylglycerol (18:2)
score_4,7-methylguanine
score_4,taurochenodeoxycholate
score_4,andro steroid monosulfate C19H28O6S (1)*
score_4,2-hydroxybehenate
score_4,phenol sulfate
score_4,cis-4-decenoate (10:1n6)*
score_4,2-methylserine
score_4,X-12849
score_4,"androstenediol (3alpha, 17alpha) monosulfate (3)"
score_4,2-palmitoleoyl-GPC (16:1)*
score_4,X-21607
score_4,N-palmitoylglycine
score_4,X-21471
score_4,octadecanedioylcarnitine (C18-DC)*
score_4,spermidine
score_4,phenylalanine
score_4,stachydrine
score_4,"ceramide (d18:1/17:0, d17:1/18:0)*"
score_4,X-24544
score_4,gamma-glutamylglutamine
score_4,"N,N,N-trimethyl-alanylproline betaine (TMAP)"
score_4,myristate (14:0)
score_4,linoleoylcholine*
score_4,"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*"
score_4,gamma-glutamylcitrulline*
score_4,X-21310
score_4,eicosenedioate (C20:1-DC)*
score_4,X-25265
score_4,X-12680
score_4,S-methylcysteine sulfoxide
score_4,ectoine
score_4,arabonate/xylonate
score_4,valine
score_4,5-(galactosylhydroxy)-lysine
score_4,pregnenetriol disulfate*
score_4,quinolinate
score_4,X-24953
score_4,lysine
score_4,"3-bromo-5-chloro-2,6-dihydroxybenzoic acid*"
score_4,"sphingomyelin (d18:0/20:0, d16:0/22:0)*"
score_4,palmitoyl sphingomyelin (d18:1/16:0)
score_4,oleoyl-linoleoyl-glycerol (18:1/18:2) [2]
score_4,"5alpha-pregnan-3beta,20beta-diol monosulfate (1)"
score_4,X-12100
score_4,gamma-glutamylglycine
score_4,linoleate (18:2n6)
score_4,"N6,N6,N6-trimethyllysine"
score_4,gamma-glutamylglutamate
score_4,inosine
score_4,orotate
score_4,phosphate
score_4,serine
score_4,taurine
score_4,cysteine
score_4,mannose
score_4,caproate (6:0)
score_4,trans-4-hydroxyproline
score_4,N-acetylleucine
score_4,erucate (22:1n9)
score_4,3-aminoisobutyrate
score_4,2-aminobutyrate
score_4,dihomo-linoleate (20:2n6)
score_4,2-hydroxystearate
score_4,glycerol 3-phosphate
score_4,N-acetylglutamate
score_4,theobromine
score_4,3-indoxyl sulfate
score_4,"1,2-dipalmitoyl-GPC (16:0/16:0)"
score_4,docosahexaenoate (DHA; 22:6n3)
score_4,isovalerate (i5:0)
score_4,dehydroepiandrosterone sulfate (DHEA-S)
score_4,3-methyl-2-oxobutyrate
score_4,homoarginine
score_4,homocitrulline
score_4,threonate
score_4,androsterone sulfate
score_4,dodecanedioate (C12-DC)
score_4,3-hydroxylaurate
score_4,propionylcarnitine (C3)
score_4,3-hydroxy-2-ethylpropionate
score_4,docosadienoate (22:2n6)
score_4,10-heptadecenoate (17:1n7)
score_4,p-cresol sulfate
score_4,erythronate*
score_4,1-linoleoyl-GPC (18:2)
score_4,phenylacetylglutamine
score_4,N1-methyl-2-pyridone-5-carboxamide
score_4,2-hydroxy-3-methylvalerate
score_4,1-arachidonoyl-GPC (20:4n6)*
score_4,1-oleoyl-GPE (18:1)
score_4,2-hydroxypalmitate
score_4,docosapentaenoate (n6 DPA; 22:5n6)
score_4,tetradecanedioate (C14-DC)
score_4,1-arachidonoyl-GPI (20:4)*
score_4,1-palmitoyl-GPI (16:0)
score_4,pyrraline
score_4,1-oleoyl-GPI (18:1)
score_4,1-linoleoyl-GPI (18:2)*
score_4,succinylcarnitine (C4-DC)
score_4,beta-cryptoxanthin
score_4,"5alpha-pregnan-3beta,20alpha-diol disulfate"
score_4,glycocholenate sulfate*
score_4,taurocholenate sulfate*
score_4,"androstenediol (3alpha, 17alpha) monosulfate (2)"
score_4,pregnenediol sulfate (C21H34O5S)*
score_4,2-hydroxyglutarate
score_4,16alpha-hydroxy DHEA 3-sulfate
score_4,13-HODE + 9-HODE
score_4,"2S,3R-dihydroxybutyrate"
score_4,(16 or 17)-methylstearate (a19:0 or i19:0)
score_4,fucitol
score_4,cysteinylglycine disulfide*
score_4,hydantoin-5-propionate
score_4,2-oxoarginine*
score_4,4-oxo-retinoic acid
score_4,glycoursodeoxycholate
score_4,eicosanedioate (C20-DC)
score_4,linoleoylcarnitine (C18:2)*
score_4,pregnanediol-3-glucuronide
score_4,4-methylcatechol sulfate
score_4,6-oxopiperidine-2-carboxylate
score_4,N-acetyltaurine
score_4,1-palmitoyl-GPG (16:0)*
score_4,p-cresol glucuronide*
score_4,6-hydroxyindole sulfate
score_4,dopamine 3-O-sulfate
score_4,glycochenodeoxycholate 3-sulfate
score_4,oleate/vaccenate (18:1)
score_4,"sphingomyelin (d18:2/24:1, d18:1/24:2)*"
score_4,1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*
score_4,"sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*"
score_4,1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*
score_4,thioproline
score_4,(S)-3-hydroxybutyrylcarnitine
score_4,gamma-glutamyl-alpha-lysine
score_4,linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*
score_4,"ceramide (d18:1/14:0, d16:1/16:0)*"
score_4,sphingomyelin (d18:2/18:1)*
score_4,"sphingomyelin (d18:2/21:0, d16:2/23:0)*"
score_4,"sphingomyelin (d17:2/16:0, d18:2/15:0)*"
score_4,"N,N,N-trimethyl-5-aminovalerate"
score_4,hydroxy-CMPF*
score_4,lyxonate
score_4,perfluorooctanoate (PFOA)
score_4,glycine conjugate of C10H14O2 (1)*
score_4,3-amino-2-piperidone
score_4,glucuronide of piperine metabolite C17H21NO3 (4)*
score_4,sulfate of piperine metabolite C16H19NO3 (2)*
score_4,11beta-hydroxyandrosterone glucuronide
score_4,hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))**
score_4,"3,5-dichloro-2,6-dihydroxybenzoic acid"
score_4,(2 or 3)-decenoate (10:1n7 or n8)
score_4,"2,4-di-tert-butylphenol"
score_4,X-11308
score_4,X-11378
score_4,X-11880
score_4,X-16935
score_4,X-17335
score_4,X-17357
score_4,X-17676
score_4,X-21364
score_4,X-21441
score_4,X-21467
score_4,X-23593
score_4,X-23665
score_4,X-24951
score_5,vanillylmandelate (VMA)
score_5,X-11795
score_5,1-stearoyl-2-arachidonoyl-GPC (18:0/20:4)
